introduction_id,country_id,year_id,description,intro_status
209908,108,2010,PPV (Pneumococcal polysaccharide vaccine),No
209909,108,2010,Rotavirus vaccine,No
209910,108,2010,Rubella vaccine,Yes
209911,108,2010,Seasonal Influenza vaccine,Yes
209912,108,2010,Typhoid,No
209913,108,2010,Varicella vaccine,No
209914,108,2010,YF (Yellow fever) vaccine,No
209915,108,2009,aP (acellular pertussis) vaccine,No
209916,108,2009,Hepatitis A vaccine,No
209917,108,2009,Hepatitis B vaccine,Yes
209918,108,2009,HepB birth dose,Yes
209919,108,2009,Hib (Haemophilus influenzae type B) vaccine,Yes
209920,108,2009,HPV (Human Papilloma Virus) vaccine,No
209921,108,2009,IPV (Inactivated polio vaccine),No
209922,108,2009,IPV (Inactivated polio vaccine) 2nd dose,No
209923,108,2009,Japanese Encephalitis,No
209924,108,2009,Measles-containing vaccine 2nd dose,Yes
209925,108,2009,Meningococcal meningitis vaccines (all strains),Yes
209926,108,2009,Mumps vaccine,Yes
209927,108,2009,PCV (Pneumococcal conjugate vaccine),No
209928,108,2009,PPV (Pneumococcal polysaccharide vaccine),No
209929,108,2009,Rotavirus vaccine,No
209930,108,2009,Rubella vaccine,Yes
209931,108,2009,Seasonal Influenza vaccine,Yes
209932,108,2009,Typhoid,No
209933,108,2009,Varicella vaccine,No
209934,108,2009,YF (Yellow fever) vaccine,No
209935,108,2008,aP (acellular pertussis) vaccine,No
209936,108,2008,Hepatitis A vaccine,No
209937,108,2008,Hepatitis B vaccine,Yes
209938,108,2008,HepB birth dose,Yes
209939,108,2008,Hib (Haemophilus influenzae type B) vaccine,Yes
209940,108,2008,HPV (Human Papilloma Virus) vaccine,No
209941,108,2008,IPV (Inactivated polio vaccine),No
209942,108,2008,IPV (Inactivated polio vaccine) 2nd dose,No
209943,108,2008,Japanese Encephalitis,No
209944,108,2008,Measles-containing vaccine 2nd dose,Yes
209945,108,2008,Meningococcal meningitis vaccines (all strains),Yes
209946,108,2008,Mumps vaccine,Yes
209947,108,2008,PCV (Pneumococcal conjugate vaccine),No
209948,108,2008,PPV (Pneumococcal polysaccharide vaccine),No
209949,108,2008,Rotavirus vaccine,No
209950,108,2008,Rubella vaccine,Yes
209951,108,2008,Seasonal Influenza vaccine,Yes
209952,108,2008,Typhoid,No
209953,108,2008,Varicella vaccine,No
209954,108,2008,YF (Yellow fever) vaccine,No
209955,108,2007,aP (acellular pertussis) vaccine,No
209956,108,2007,Hepatitis A vaccine,No
209957,108,2007,Hepatitis B vaccine,Yes
209958,108,2007,HepB birth dose,Yes
209959,108,2007,Hib (Haemophilus influenzae type B) vaccine,Yes
209960,108,2007,HPV (Human Papilloma Virus) vaccine,No
209961,108,2007,IPV (Inactivated polio vaccine),No
209962,108,2007,IPV (Inactivated polio vaccine) 2nd dose,No
209963,108,2007,Japanese Encephalitis,No
209964,108,2007,Measles-containing vaccine 2nd dose,Yes
209965,108,2007,Meningococcal meningitis vaccines (all strains),No
209966,108,2007,Mumps vaccine,Yes
209967,108,2007,PCV (Pneumococcal conjugate vaccine),No
209968,108,2007,PPV (Pneumococcal polysaccharide vaccine),No
209969,108,2007,Rotavirus vaccine,No
209970,108,2007,Rubella vaccine,Yes
209971,108,2007,Seasonal Influenza vaccine,Yes
209972,108,2007,Typhoid,No
209973,108,2007,Varicella vaccine,No
209974,108,2007,YF (Yellow fever) vaccine,No
209975,108,2006,aP (acellular pertussis) vaccine,No
209976,108,2006,Hepatitis A vaccine,No
209977,108,2006,Hepatitis B vaccine,Yes
209978,108,2006,HepB birth dose,Yes
209979,108,2006,Hib (Haemophilus influenzae type B) vaccine,No
209980,108,2006,HPV (Human Papilloma Virus) vaccine,No
209981,108,2006,IPV (Inactivated polio vaccine),No
209982,108,2006,IPV (Inactivated polio vaccine) 2nd dose,No
209983,108,2006,Japanese Encephalitis,No
209984,108,2006,Measles-containing vaccine 2nd dose,Yes
209985,108,2006,Meningococcal meningitis vaccines (all strains),Yes
209986,108,2006,Mumps vaccine,Yes
209987,108,2006,PCV (Pneumococcal conjugate vaccine),No
209988,108,2006,PPV (Pneumococcal polysaccharide vaccine),No
209989,108,2006,Rotavirus vaccine,No
209990,108,2006,Rubella vaccine,Yes
209991,108,2006,Seasonal Influenza vaccine,No
209992,108,2006,Typhoid,No
209993,108,2006,Varicella vaccine,No
209994,108,2006,YF (Yellow fever) vaccine,No
209995,108,2005,aP (acellular pertussis) vaccine,No
209996,108,2005,Hepatitis A vaccine,No
209997,108,2005,Hepatitis B vaccine,Yes
209998,108,2005,HepB birth dose,Yes
209999,108,2005,Hib (Haemophilus influenzae type B) vaccine,No
210000,108,2005,IPV (Inactivated polio vaccine),No
210001,108,2005,IPV (Inactivated polio vaccine) 2nd dose,No
210002,108,2005,Japanese Encephalitis,No
210003,108,2005,Measles-containing vaccine 2nd dose,Yes
210004,108,2005,Meningococcal meningitis vaccines (all strains),Yes
210005,108,2005,Mumps vaccine,Yes
210006,108,2005,PCV (Pneumococcal conjugate vaccine),No
210007,108,2005,PPV (Pneumococcal polysaccharide vaccine),No
210008,108,2005,Rubella vaccine,Yes
210009,108,2005,Seasonal Influenza vaccine,No
210010,108,2005,Typhoid,No
210011,108,2005,Varicella vaccine,No
210012,108,2005,YF (Yellow fever) vaccine,No
210013,108,2004,aP (acellular pertussis) vaccine,No
210014,108,2004,Hepatitis A vaccine,No
210015,108,2004,Hepatitis B vaccine,Yes
210016,108,2004,HepB birth dose,Yes
210017,108,2004,Hib (Haemophilus influenzae type B) vaccine,No
210018,108,2004,IPV (Inactivated polio vaccine),No
210019,108,2004,IPV (Inactivated polio vaccine) 2nd dose,No
210020,108,2004,Japanese Encephalitis,No
210021,108,2004,Measles-containing vaccine 2nd dose,Yes
210022,108,2004,Meningococcal meningitis vaccines (all strains),Yes
210023,108,2004,Mumps vaccine,Yes
210024,108,2004,PCV (Pneumococcal conjugate vaccine),No
210025,108,2004,PPV (Pneumococcal polysaccharide vaccine),No
210026,108,2004,Rubella vaccine,Yes
210027,108,2004,Seasonal Influenza vaccine,No
210028,108,2004,Typhoid,No
210029,108,2004,Varicella vaccine,No
210030,108,2004,YF (Yellow fever) vaccine,No
210031,108,2003,aP (acellular pertussis) vaccine,No
210032,108,2003,Hepatitis A vaccine,No
210033,108,2003,Hepatitis B vaccine,Yes
210034,108,2003,HepB birth dose,Yes
210035,108,2003,Hib (Haemophilus influenzae type B) vaccine,No
210036,108,2003,IPV (Inactivated polio vaccine),No
210037,108,2003,IPV (Inactivated polio vaccine) 2nd dose,No
210038,108,2003,Japanese Encephalitis,No
210039,108,2003,Measles-containing vaccine 2nd dose,Yes
210040,108,2003,Meningococcal meningitis vaccines (all strains),No
210041,108,2003,Mumps vaccine,Yes
210042,108,2003,PCV (Pneumococcal conjugate vaccine),No
210043,108,2003,PPV (Pneumococcal polysaccharide vaccine),No
210044,108,2003,Rubella vaccine,Yes
210045,108,2003,Seasonal Influenza vaccine,No
210046,108,2003,Typhoid,No
210047,108,2003,Varicella vaccine,No
210048,108,2003,YF (Yellow fever) vaccine,No
210049,108,2002,aP (acellular pertussis) vaccine,No
210050,108,2002,Hepatitis A vaccine,No
210051,108,2002,Hepatitis B vaccine,Yes
210052,108,2002,HepB birth dose,Yes
210053,108,2002,Hib (Haemophilus influenzae type B) vaccine,No
210054,108,2002,IPV (Inactivated polio vaccine),No
210055,108,2002,IPV (Inactivated polio vaccine) 2nd dose,No
210056,108,2002,Japanese Encephalitis,No
210057,108,2002,Measles-containing vaccine 2nd dose,Yes
210058,108,2002,Meningococcal meningitis vaccines (all strains),No
210059,108,2002,Mumps vaccine,Yes
210060,108,2002,PCV (Pneumococcal conjugate vaccine),No
210061,108,2002,PPV (Pneumococcal polysaccharide vaccine),No
210062,108,2002,Rubella vaccine,Yes
210063,108,2002,Seasonal Influenza vaccine,No
210064,108,2002,Typhoid,No
210065,108,2002,Varicella vaccine,No
210066,108,2002,YF (Yellow fever) vaccine,No
210067,108,2001,aP (acellular pertussis) vaccine,No
210068,108,2001,Hepatitis B vaccine,Yes
210069,108,2001,HepB birth dose,Yes
210070,108,2001,Hib (Haemophilus influenzae type B) vaccine,No
210071,108,2001,IPV (Inactivated polio vaccine),No
210072,108,2001,Japanese Encephalitis,No
210073,108,2001,Measles-containing vaccine 2nd dose,Yes
210074,108,2001,Meningococcal meningitis vaccines (all strains),No
210075,108,2001,Mumps vaccine,Yes
210076,108,2001,PCV (Pneumococcal conjugate vaccine),No
210077,108,2001,PPV (Pneumococcal polysaccharide vaccine),No
210078,108,2001,Rubella vaccine,Yes
210079,108,2001,Seasonal Influenza vaccine,No
210080,108,2001,Varicella vaccine,No
210081,108,2001,YF (Yellow fever) vaccine,No
210082,108,2000,Hepatitis B vaccine,Yes
210083,108,2000,HepB birth dose,Yes
210084,108,2000,Hib (Haemophilus influenzae type B) vaccine,No
210085,108,2000,IPV (Inactivated polio vaccine),No
210086,108,2000,Measles-containing vaccine 2nd dose,Yes
210087,108,2000,Meningococcal meningitis vaccines (all strains),No
210088,108,2000,Mumps vaccine,Yes
210089,108,2000,PCV (Pneumococcal conjugate vaccine),No
210090,108,2000,PPV (Pneumococcal polysaccharide vaccine),No
210091,108,2000,Rubella vaccine,Yes
210092,108,2000,Seasonal Influenza vaccine,No
210093,108,2000,YF (Yellow fever) vaccine,No
210094,108,1999,Hepatitis B vaccine,No
210095,108,1999,HepB birth dose,Yes
210096,108,1999,Hib (Haemophilus influenzae type B) vaccine,No
210097,108,1999,IPV (Inactivated polio vaccine),No
210098,108,1999,Measles-containing vaccine 2nd dose,Yes
210099,108,1999,Meningococcal meningitis vaccines (all strains),No
210100,108,1999,Mumps vaccine,Yes
210101,108,1999,PPV (Pneumococcal polysaccharide vaccine),No
210102,108,1999,Rubella vaccine,Yes
210103,108,1999,Seasonal Influenza vaccine,No
210104,108,1999,YF (Yellow fever) vaccine,No
210105,108,1998,Hepatitis B vaccine,No
210106,108,1998,HepB birth dose,Yes
210107,108,1998,Hib (Haemophilus influenzae type B) vaccine,No
210108,108,1998,IPV (Inactivated polio vaccine),No
210109,108,1998,Measles-containing vaccine 2nd dose,Yes
210110,108,1998,Mumps vaccine,Yes
210111,108,1998,Rubella vaccine,Yes
210112,108,1998,Seasonal Influenza vaccine,No
210113,108,1998,YF (Yellow fever) vaccine,No
210114,108,1997,Hepatitis B vaccine,No
210115,108,1997,HepB birth dose,No
210116,108,1997,Hib (Haemophilus influenzae type B) vaccine,No
210117,108,1997,IPV (Inactivated polio vaccine),No
210118,108,1997,Measles-containing vaccine 2nd dose,Yes
210119,108,1997,Mumps vaccine,Yes
210120,108,1997,Rubella vaccine,Yes
210121,108,1997,Seasonal Influenza vaccine,No
210122,108,1997,YF (Yellow fever) vaccine,No
210123,108,1996,Hepatitis B vaccine,No
210124,108,1996,HepB birth dose,No
210125,108,1996,Hib (Haemophilus influenzae type B) vaccine,No
210126,108,1996,IPV (Inactivated polio vaccine),No
210127,108,1996,Measles-containing vaccine 2nd dose,Yes
210128,108,1996,Mumps vaccine,Yes
210129,108,1996,Rubella vaccine,Yes
210130,108,1996,Seasonal Influenza vaccine,No
210131,108,1996,YF (Yellow fever) vaccine,No
210132,108,1995,Hepatitis B vaccine,No
210133,108,1995,HepB birth dose,No
210134,108,1995,Hib (Haemophilus influenzae type B) vaccine,No
210135,108,1995,IPV (Inactivated polio vaccine),No
210136,108,1995,IPV (Inactivated polio vaccine) 2nd dose,No
210137,108,1995,Measles-containing vaccine 2nd dose,Yes
210138,108,1995,Mumps vaccine,No
210139,108,1995,Rubella vaccine,Yes
210140,108,1995,Seasonal Influenza vaccine,No
210141,108,1995,YF (Yellow fever) vaccine,No
210142,108,1994,Hepatitis B vaccine,No
210143,108,1994,HepB birth dose,No
210144,108,1994,Hib (Haemophilus influenzae type B) vaccine,No
210145,108,1994,IPV (Inactivated polio vaccine),No
210146,108,1994,Measles-containing vaccine 2nd dose,No
210147,108,1994,Mumps vaccine,No
210148,108,1994,Rubella vaccine,Yes
210149,108,1994,Seasonal Influenza vaccine,No
210150,108,1994,YF (Yellow fever) vaccine,No
210151,108,1993,Hepatitis B vaccine,No
210152,108,1993,HepB birth dose,No
210153,108,1993,Hib (Haemophilus influenzae type B) vaccine,No
210154,108,1993,IPV (Inactivated polio vaccine),No
210155,108,1993,Measles-containing vaccine 2nd dose,No
210156,108,1993,Mumps vaccine,No
210157,108,1993,Rubella vaccine,Yes
210158,108,1993,Seasonal Influenza vaccine,No
210159,108,1993,YF (Yellow fever) vaccine,No
210160,108,1992,Hepatitis B vaccine,No
210161,108,1992,HepB birth dose,No
210162,108,1992,Hib (Haemophilus influenzae type B) vaccine,No
210163,108,1992,IPV (Inactivated polio vaccine),No
210164,108,1992,Measles-containing vaccine 2nd dose,No
210165,108,1992,Mumps vaccine,No
210166,108,1992,Rubella vaccine,No
210167,108,1992,Seasonal Influenza vaccine,No
210168,108,1992,YF (Yellow fever) vaccine,No
210169,108,1991,Hepatitis B vaccine,No
210170,108,1991,HepB birth dose,No
210171,108,1991,Hib (Haemophilus influenzae type B) vaccine,No
210172,108,1991,IPV (Inactivated polio vaccine),No
210173,108,1991,Measles-containing vaccine 2nd dose,No
210174,108,1991,Mumps vaccine,No
210175,108,1991,Rubella vaccine,No
210176,108,1991,Seasonal Influenza vaccine,No
210177,108,1991,YF (Yellow fever) vaccine,No
210178,108,1990,Hepatitis B vaccine,No
210179,108,1990,HepB birth dose,No
210180,108,1990,Hib (Haemophilus influenzae type B) vaccine,No
210181,108,1990,IPV (Inactivated polio vaccine),No
210182,108,1990,Measles-containing vaccine 2nd dose,No
210183,108,1990,Mumps vaccine,No
210184,108,1990,Rubella vaccine,No
210185,108,1990,Seasonal Influenza vaccine,No
210186,108,1990,YF (Yellow fever) vaccine,No
210187,108,1989,Hepatitis B vaccine,No
210188,108,1989,HepB birth dose,No
210189,108,1989,Hib (Haemophilus influenzae type B) vaccine,No
210190,108,1989,IPV (Inactivated polio vaccine),No
210191,108,1989,Measles-containing vaccine 2nd dose,No
210192,108,1989,Mumps vaccine,No
210193,108,1989,Rubella vaccine,No
210194,108,1989,Seasonal Influenza vaccine,No
210195,108,1989,YF (Yellow fever) vaccine,No
210196,108,1988,Hepatitis B vaccine,No
210197,108,1988,Hib (Haemophilus influenzae type B) vaccine,No
210198,108,1988,IPV (Inactivated polio vaccine),No
210199,108,1988,Measles-containing vaccine 2nd dose,No
210200,108,1988,Mumps vaccine,No
210201,108,1988,Rubella vaccine,No
210202,108,1988,Seasonal Influenza vaccine,No
210203,108,1988,YF (Yellow fever) vaccine,No
210204,108,1987,Hepatitis B vaccine,No
210205,108,1987,Hib (Haemophilus influenzae type B) vaccine,No
210206,108,1987,IPV (Inactivated polio vaccine),No
210207,108,1987,Measles-containing vaccine 2nd dose,No
210208,108,1987,Mumps vaccine,No
210209,108,1987,Rubella vaccine,No
210210,108,1987,Seasonal Influenza vaccine,No
210211,108,1987,YF (Yellow fever) vaccine,No
210212,108,1986,Hepatitis B vaccine,No
210213,108,1986,Hib (Haemophilus influenzae type B) vaccine,No
210214,108,1986,IPV (Inactivated polio vaccine),No
210215,108,1986,Measles-containing vaccine 2nd dose,No
210216,108,1986,Mumps vaccine,No
210217,108,1986,Rubella vaccine,No
210218,108,1986,Seasonal Influenza vaccine,No
210219,108,1986,YF (Yellow fever) vaccine,No
210220,108,1985,Hepatitis B vaccine,No
210221,108,1985,IPV (Inactivated polio vaccine),No
210222,108,1985,Measles-containing vaccine 2nd dose,No
210223,108,1985,Mumps vaccine,No
210224,108,1985,Rubella vaccine,No
210225,108,1985,Seasonal Influenza vaccine,No
210226,108,1985,YF (Yellow fever) vaccine,No
210227,108,1984,Hepatitis B vaccine,No
210228,108,1984,IPV (Inactivated polio vaccine),No
210229,108,1984,Measles-containing vaccine 2nd dose,No
210230,108,1984,Mumps vaccine,No
210231,108,1984,Rubella vaccine,No
210232,108,1984,Seasonal Influenza vaccine,No
210233,108,1984,YF (Yellow fever) vaccine,No
210234,108,1983,Hepatitis B vaccine,No
210235,108,1983,IPV (Inactivated polio vaccine),No
210236,108,1983,Measles-containing vaccine 2nd dose,No
210237,108,1983,Mumps vaccine,No
210238,108,1983,Rubella vaccine,No
210239,108,1983,Seasonal Influenza vaccine,No
210240,108,1983,YF (Yellow fever) vaccine,No
210241,108,1982,Hepatitis B vaccine,No
210242,108,1982,IPV (Inactivated polio vaccine),No
210243,108,1982,Measles-containing vaccine 2nd dose,No
210244,108,1982,Mumps vaccine,No
210245,108,1982,Rubella vaccine,No
210246,108,1982,Seasonal Influenza vaccine,No
210247,108,1982,YF (Yellow fever) vaccine,No
210248,108,1981,IPV (Inactivated polio vaccine),No
210249,108,1981,Measles-containing vaccine 2nd dose,No
210250,108,1981,Mumps vaccine,No
210251,108,1981,Rubella vaccine,No
210252,108,1981,Seasonal Influenza vaccine,No
210253,108,1981,YF (Yellow fever) vaccine,No
210254,108,1980,IPV (Inactivated polio vaccine),No
210255,108,1980,Measles-containing vaccine 2nd dose,No
210256,108,1980,Mumps vaccine,No
210257,108,1980,Rubella vaccine,No
210258,108,1980,Seasonal Influenza vaccine,No
210259,108,1980,YF (Yellow fever) vaccine,No
210260,108,1979,IPV (Inactivated polio vaccine),No
210261,108,1979,Measles-containing vaccine 2nd dose,No
210262,108,1979,Mumps vaccine,No
210263,108,1979,Rubella vaccine,No
210264,108,1979,Seasonal Influenza vaccine,No
210265,108,1979,YF (Yellow fever) vaccine,No
210266,108,1978,IPV (Inactivated polio vaccine),No
210267,108,1978,Measles-containing vaccine 2nd dose,No
210268,108,1978,Mumps vaccine,No
210269,108,1978,Rubella vaccine,No
210270,108,1978,Seasonal Influenza vaccine,No
210271,108,1978,YF (Yellow fever) vaccine,No
210272,108,1977,IPV (Inactivated polio vaccine),No
210273,108,1977,Measles-containing vaccine 2nd dose,No
210274,108,1977,Mumps vaccine,No
210275,108,1977,Rubella vaccine,No
210276,108,1977,Seasonal Influenza vaccine,No
210277,108,1977,YF (Yellow fever) vaccine,No
210278,108,1976,IPV (Inactivated polio vaccine),No
210279,108,1976,Measles-containing vaccine 2nd dose,No
210280,108,1976,Mumps vaccine,No
210281,108,1976,Rubella vaccine,No
210282,108,1976,Seasonal Influenza vaccine,No
210283,108,1976,YF (Yellow fever) vaccine,No
210284,108,1975,IPV (Inactivated polio vaccine),No
210285,108,1975,Measles-containing vaccine 2nd dose,No
210286,108,1975,Mumps vaccine,No
210287,108,1975,Rubella vaccine,No
210288,108,1975,Seasonal Influenza vaccine,No
210289,108,1975,YF (Yellow fever) vaccine,No
210290,108,1974,IPV (Inactivated polio vaccine),No
210291,108,1974,Measles-containing vaccine 2nd dose,No
210292,108,1974,Mumps vaccine,No
210293,108,1974,Rubella vaccine,No
210294,108,1974,Seasonal Influenza vaccine,No
210295,108,1974,YF (Yellow fever) vaccine,No
210296,108,1973,IPV (Inactivated polio vaccine),No
210297,108,1973,Measles-containing vaccine 2nd dose,No
210298,108,1973,Mumps vaccine,No
210299,108,1973,Rubella vaccine,No
210300,108,1973,Seasonal Influenza vaccine,No
210301,108,1973,YF (Yellow fever) vaccine,No
210302,108,1972,IPV (Inactivated polio vaccine),No
210303,108,1972,Measles-containing vaccine 2nd dose,No
210304,108,1972,Mumps vaccine,No
210305,108,1972,Rubella vaccine,No
210306,108,1972,Seasonal Influenza vaccine,No
210307,108,1972,YF (Yellow fever) vaccine,No
210308,108,1971,IPV (Inactivated polio vaccine),No
210309,108,1971,Measles-containing vaccine 2nd dose,No
210310,108,1971,Mumps vaccine,No
210311,108,1971,Rubella vaccine,No
210312,108,1971,Seasonal Influenza vaccine,No
210313,108,1971,YF (Yellow fever) vaccine,No
210314,108,1970,IPV (Inactivated polio vaccine),No
210315,108,1970,Measles-containing vaccine 2nd dose,No
210316,108,1970,Mumps vaccine,No
210317,108,1970,Rubella vaccine,No
210318,108,1970,Seasonal Influenza vaccine,No
210319,108,1970,YF (Yellow fever) vaccine,No
210320,108,1969,IPV (Inactivated polio vaccine),No
210321,108,1969,Measles-containing vaccine 2nd dose,No
210322,108,1969,Mumps vaccine,No
210323,108,1969,Rubella vaccine,No
210324,108,1969,Seasonal Influenza vaccine,No
210325,108,1969,YF (Yellow fever) vaccine,No
210326,108,1968,IPV (Inactivated polio vaccine),No
210327,108,1968,Measles-containing vaccine 2nd dose,No
210328,108,1968,Seasonal Influenza vaccine,No
210329,108,1968,YF (Yellow fever) vaccine,No
210330,108,1967,IPV (Inactivated polio vaccine),No
210331,108,1967,Measles-containing vaccine 2nd dose,No
210332,108,1967,Seasonal Influenza vaccine,No
210333,108,1967,YF (Yellow fever) vaccine,No
210334,108,1966,IPV (Inactivated polio vaccine),No
210335,108,1966,Measles-containing vaccine 2nd dose,No
210336,108,1966,Seasonal Influenza vaccine,No
210337,108,1965,IPV (Inactivated polio vaccine),No
210338,108,1965,Measles-containing vaccine 2nd dose,No
210339,108,1965,Seasonal Influenza vaccine,No
210340,108,1964,IPV (Inactivated polio vaccine),No
210341,108,1964,Measles-containing vaccine 2nd dose,No
210342,108,1964,Seasonal Influenza vaccine,No
210343,108,1963,IPV (Inactivated polio vaccine),No
210344,108,1963,Measles-containing vaccine 2nd dose,No
210345,108,1963,Seasonal Influenza vaccine,No
210346,108,1962,IPV (Inactivated polio vaccine),No
210347,108,1962,Seasonal Influenza vaccine,No
210348,108,1961,IPV (Inactivated polio vaccine),No
210349,108,1961,Seasonal Influenza vaccine,No
210350,108,1960,IPV (Inactivated polio vaccine),No
210351,108,1960,Seasonal Influenza vaccine,No
210352,108,1959,IPV (Inactivated polio vaccine),No
210353,108,1959,Seasonal Influenza vaccine,No
210354,108,1958,IPV (Inactivated polio vaccine),No
210355,108,1958,Seasonal Influenza vaccine,No
210356,108,1957,IPV (Inactivated polio vaccine),No
210357,108,1957,Seasonal Influenza vaccine,No
210358,108,1956,IPV (Inactivated polio vaccine),No
210359,108,1956,Seasonal Influenza vaccine,No
210360,108,1955,IPV (Inactivated polio vaccine),No
210361,108,1955,Seasonal Influenza vaccine,No
210362,108,1954,Seasonal Influenza vaccine,No
210363,108,1953,Seasonal Influenza vaccine,No
210364,108,1952,Seasonal Influenza vaccine,No
210365,108,1951,Seasonal Influenza vaccine,No
210366,108,1950,Seasonal Influenza vaccine,No
210367,108,1949,Seasonal Influenza vaccine,No
210368,108,1948,Seasonal Influenza vaccine,No
210369,108,1947,Seasonal Influenza vaccine,No
210370,108,1946,Seasonal Influenza vaccine,No
210371,108,1945,Seasonal Influenza vaccine,No
210372,108,1944,Seasonal Influenza vaccine,No
210373,108,1943,Seasonal Influenza vaccine,No
210374,108,1942,Seasonal Influenza vaccine,No
210375,108,1941,Seasonal Influenza vaccine,No
210376,108,1940,Seasonal Influenza vaccine,No
210377,109,2023,aP (acellular pertussis) vaccine,No
210378,109,2023,Hepatitis A vaccine,No
210379,109,2023,Hepatitis B vaccine,Yes
210380,109,2023,HepB birth dose,Yes
210381,109,2023,Hib (Haemophilus influenzae type B) vaccine,Yes
210382,109,2023,HPV (Human Papilloma Virus) vaccine,Yes
210383,109,2023,IPV (Inactivated polio vaccine),Yes
210384,109,2023,IPV (Inactivated polio vaccine) 2nd dose,Yes
210385,109,2023,Japanese Encephalitis,No
210386,109,2023,Malaria vaccine,No
210387,109,2023,Measles-containing vaccine 2nd dose,Yes
210388,109,2023,Meningococcal meningitis vaccines (all strains),No
210389,109,2023,Mumps vaccine,Yes
210390,109,2023,PCV (Pneumococcal conjugate vaccine),Yes (R)
210391,109,2023,PPV (Pneumococcal polysaccharide vaccine),Yes (R)
210392,109,2023,Rotavirus vaccine,No
210393,109,2023,Rubella vaccine,Yes
210394,109,2023,Seasonal Influenza vaccine,Yes
210395,109,2023,Typhoid,No
210396,109,2023,Varicella vaccine,Yes (R)
210397,109,2023,YF (Yellow fever) vaccine,No
210398,109,2022,aP (acellular pertussis) vaccine,No
210399,109,2022,Hepatitis A vaccine,No
210400,109,2022,Hepatitis B vaccine,Yes
210401,109,2022,HepB birth dose,Yes
210402,109,2022,Hib (Haemophilus influenzae type B) vaccine,Yes
210403,109,2022,HPV (Human Papilloma Virus) vaccine,Yes
210404,109,2022,IPV (Inactivated polio vaccine),Yes
210405,109,2022,IPV (Inactivated polio vaccine) 2nd dose,No
210406,109,2022,Japanese Encephalitis,No
210407,109,2022,Malaria vaccine,No
210408,109,2022,Measles-containing vaccine 2nd dose,Yes
210409,109,2022,Meningococcal meningitis vaccines (all strains),No
210410,109,2022,Mumps vaccine,Yes
210411,109,2022,PCV (Pneumococcal conjugate vaccine),Yes (R)
210412,109,2022,PPV (Pneumococcal polysaccharide vaccine),Yes (R)
210413,109,2022,Rotavirus vaccine,No
210414,109,2022,Rubella vaccine,Yes
210415,109,2022,Seasonal Influenza vaccine,Yes
210416,109,2022,Typhoid,No
210417,109,2022,Varicella vaccine,Yes (R)
210418,109,2022,YF (Yellow fever) vaccine,No
210419,109,2021,aP (acellular pertussis) vaccine,No
210420,109,2021,Hepatitis A vaccine,No
210421,109,2021,Hepatitis B vaccine,Yes
210422,109,2021,HepB birth dose,Yes
210423,109,2021,Hib (Haemophilus influenzae type B) vaccine,Yes
210424,109,2021,HPV (Human Papilloma Virus) vaccine,Yes
210425,109,2021,IPV (Inactivated polio vaccine),Yes
210426,109,2021,IPV (Inactivated polio vaccine) 2nd dose,No
210427,109,2021,Japanese Encephalitis,No
210428,109,2021,Malaria vaccine,No
210429,109,2021,Measles-containing vaccine 2nd dose,Yes
210430,109,2021,Meningococcal meningitis vaccines (all strains),No
210431,109,2021,Mumps vaccine,Yes
210432,109,2021,PCV (Pneumococcal conjugate vaccine),Yes (R)
210433,109,2021,PPV (Pneumococcal polysaccharide vaccine),Yes (R)
210434,109,2021,Rotavirus vaccine,No
210435,109,2021,Rubella vaccine,Yes
210436,109,2021,Seasonal Influenza vaccine,Yes
210437,109,2021,Typhoid,No
210438,109,2021,Varicella vaccine,Yes (R)
210439,109,2021,YF (Yellow fever) vaccine,No
210440,109,2020,aP (acellular pertussis) vaccine,No
210441,109,2020,Hepatitis A vaccine,No
210442,109,2020,Hepatitis B vaccine,Yes
210443,109,2020,HepB birth dose,Yes
210444,109,2020,Hib (Haemophilus influenzae type B) vaccine,Yes
210445,109,2020,HPV (Human Papilloma Virus) vaccine,Yes
210446,109,2020,IPV (Inactivated polio vaccine),Yes
210447,109,2020,IPV (Inactivated polio vaccine) 2nd dose,No
210448,109,2020,Japanese Encephalitis,No
210449,109,2020,Malaria vaccine,No
210450,109,2020,Measles-containing vaccine 2nd dose,Yes
210451,109,2020,Meningococcal meningitis vaccines (all strains),No
210452,109,2020,Mumps vaccine,Yes
210453,109,2020,PCV (Pneumococcal conjugate vaccine),Yes (R)
210454,109,2020,PPV (Pneumococcal polysaccharide vaccine),Yes (R)
210455,109,2020,Rotavirus vaccine,No
210456,109,2020,Rubella vaccine,Yes
210457,109,2020,Seasonal Influenza vaccine,Yes
210458,109,2020,Typhoid,No
210459,109,2020,Varicella vaccine,Yes (R)
210460,109,2020,YF (Yellow fever) vaccine,No
210461,109,2019,aP (acellular pertussis) vaccine,No
210462,109,2019,Hepatitis A vaccine,No
210463,109,2019,Hepatitis B vaccine,Yes
210464,109,2019,HepB birth dose,Yes
210465,109,2019,Hib (Haemophilus influenzae type B) vaccine,Yes
210466,109,2019,HPV (Human Papilloma Virus) vaccine,Yes
210467,109,2019,IPV (Inactivated polio vaccine),Yes
210468,109,2019,IPV (Inactivated polio vaccine) 2nd dose,No
210469,109,2019,Japanese Encephalitis,No
210470,109,2019,Malaria vaccine,No
210471,109,2019,Measles-containing vaccine 2nd dose,Yes
210472,109,2019,Meningococcal meningitis vaccines (all strains),No
210473,109,2019,Mumps vaccine,Yes
