introduction_id,country_id,year_id,description,intro_status
42052,65,2003,Japanese Encephalitis,No
42053,65,2003,Measles-containing vaccine 2nd dose,Yes
42054,65,2003,Meningococcal meningitis vaccines (all strains),No
42055,65,2003,Mumps vaccine,No
42056,65,2003,PCV (Pneumococcal conjugate vaccine),No
42057,65,2003,PPV (Pneumococcal polysaccharide vaccine),No
42058,65,2003,Rubella vaccine,Yes
42059,65,2003,Seasonal Influenza vaccine,No
42060,65,2003,Typhoid,No
42061,65,2003,Varicella vaccine,No
42062,65,2003,YF (Yellow fever) vaccine,No
42063,65,2002,aP (acellular pertussis) vaccine,No
42064,65,2002,Hepatitis A vaccine,No
42065,65,2002,Hepatitis B vaccine,Yes
42066,65,2002,HepB birth dose,Yes
42067,65,2002,Hib (Haemophilus influenzae type B) vaccine,Yes
42068,65,2002,IPV (Inactivated polio vaccine),No
42069,65,2002,IPV (Inactivated polio vaccine) 2nd dose,No
42070,65,2002,Japanese Encephalitis,No
42071,65,2002,Measles-containing vaccine 2nd dose,No
42072,65,2002,Meningococcal meningitis vaccines (all strains),No
42073,65,2002,Mumps vaccine,No
42074,65,2002,PCV (Pneumococcal conjugate vaccine),No
42075,65,2002,PPV (Pneumococcal polysaccharide vaccine),No
42076,65,2002,Rubella vaccine,No
42077,65,2002,Seasonal Influenza vaccine,No
42078,65,2002,Typhoid,No
42079,65,2002,Varicella vaccine,No
42080,65,2002,YF (Yellow fever) vaccine,No
42081,65,2001,aP (acellular pertussis) vaccine,No
42082,65,2001,Hepatitis B vaccine,Yes
42083,65,2001,HepB birth dose,Yes
42084,65,2001,Hib (Haemophilus influenzae type B) vaccine,Yes
42085,65,2001,IPV (Inactivated polio vaccine),No
42086,65,2001,Japanese Encephalitis,No
42087,65,2001,Measles-containing vaccine 2nd dose,No
42088,65,2001,Meningococcal meningitis vaccines (all strains),No
42089,65,2001,Mumps vaccine,No
42090,65,2001,PCV (Pneumococcal conjugate vaccine),No
42091,65,2001,PPV (Pneumococcal polysaccharide vaccine),No
42092,65,2001,Rubella vaccine,No
42093,65,2001,Seasonal Influenza vaccine,No
42094,65,2001,Varicella vaccine,No
42095,65,2001,YF (Yellow fever) vaccine,No
42096,65,2000,Hepatitis B vaccine,Yes
42097,65,2000,HepB birth dose,Yes
42098,65,2000,Hib (Haemophilus influenzae type B) vaccine,Yes
42099,65,2000,IPV (Inactivated polio vaccine),No
42100,65,2000,Measles-containing vaccine 2nd dose,No
42101,65,2000,Meningococcal meningitis vaccines (all strains),No
42102,65,2000,Mumps vaccine,No
42103,65,2000,PCV (Pneumococcal conjugate vaccine),No
42104,65,2000,PPV (Pneumococcal polysaccharide vaccine),No
42105,65,2000,Rubella vaccine,No
42106,65,2000,Seasonal Influenza vaccine,No
42107,65,2000,YF (Yellow fever) vaccine,No
42108,65,1999,Hepatitis B vaccine,Yes
42109,65,1999,HepB birth dose,Yes
42110,65,1999,Hib (Haemophilus influenzae type B) vaccine,Yes
42111,65,1999,IPV (Inactivated polio vaccine),No
42112,65,1999,Measles-containing vaccine 2nd dose,No
42113,65,1999,Meningococcal meningitis vaccines (all strains),No
42114,65,1999,Mumps vaccine,No
42115,65,1999,PPV (Pneumococcal polysaccharide vaccine),No
42116,65,1999,Rubella vaccine,No
42117,65,1999,Seasonal Influenza vaccine,No
42118,65,1999,YF (Yellow fever) vaccine,No
42119,65,1998,Hepatitis B vaccine,Yes
42120,65,1998,HepB birth dose,Yes
42121,65,1998,Hib (Haemophilus influenzae type B) vaccine,Yes
42122,65,1998,IPV (Inactivated polio vaccine),No
42123,65,1998,Measles-containing vaccine 2nd dose,No
42124,65,1998,Mumps vaccine,No
42125,65,1998,Rubella vaccine,No
42126,65,1998,Seasonal Influenza vaccine,No
42127,65,1998,YF (Yellow fever) vaccine,No
42128,65,1997,Hepatitis B vaccine,Yes
42129,65,1997,HepB birth dose,No
42130,65,1997,Hib (Haemophilus influenzae type B) vaccine,Yes
42131,65,1997,IPV (Inactivated polio vaccine),No
42132,65,1997,Measles-containing vaccine 2nd dose,No
42133,65,1997,Mumps vaccine,No
42134,65,1997,Rubella vaccine,No
42135,65,1997,Seasonal Influenza vaccine,No
42136,65,1997,YF (Yellow fever) vaccine,No
42137,65,1996,Hepatitis B vaccine,Yes
42138,65,1996,HepB birth dose,No
42139,65,1996,Hib (Haemophilus influenzae type B) vaccine,No
42140,65,1996,IPV (Inactivated polio vaccine),No
42141,65,1996,Measles-containing vaccine 2nd dose,No
42142,65,1996,Mumps vaccine,No
42143,65,1996,Rubella vaccine,No
42144,65,1996,Seasonal Influenza vaccine,No
42145,65,1996,YF (Yellow fever) vaccine,No
42146,65,1995,Hepatitis B vaccine,Yes
42147,65,1995,HepB birth dose,No
42148,65,1995,Hib (Haemophilus influenzae type B) vaccine,No
42149,65,1995,IPV (Inactivated polio vaccine),No
42150,65,1995,IPV (Inactivated polio vaccine) 2nd dose,No
42151,65,1995,Measles-containing vaccine 2nd dose,No
42152,65,1995,Mumps vaccine,No
42153,65,1995,Rubella vaccine,No
42154,65,1995,Seasonal Influenza vaccine,No
42155,65,1995,YF (Yellow fever) vaccine,No
42156,65,1994,Hepatitis B vaccine,Yes (P)
42157,65,1994,HepB birth dose,No
42158,65,1994,Hib (Haemophilus influenzae type B) vaccine,No
42159,65,1994,IPV (Inactivated polio vaccine),No
42160,65,1994,Measles-containing vaccine 2nd dose,No
42161,65,1994,Mumps vaccine,No
42162,65,1994,Rubella vaccine,No
42163,65,1994,Seasonal Influenza vaccine,No
42164,65,1994,YF (Yellow fever) vaccine,No
42165,65,1993,Hepatitis B vaccine,Yes (P)
42166,65,1993,HepB birth dose,No
42167,65,1993,Hib (Haemophilus influenzae type B) vaccine,No
42168,65,1993,IPV (Inactivated polio vaccine),No
42169,65,1993,Measles-containing vaccine 2nd dose,No
42170,65,1993,Mumps vaccine,No
42171,65,1993,Rubella vaccine,No
42172,65,1993,Seasonal Influenza vaccine,No
42173,65,1993,YF (Yellow fever) vaccine,No
42174,65,1992,Hepatitis B vaccine,Yes (P)
42175,65,1992,HepB birth dose,No
42176,65,1992,Hib (Haemophilus influenzae type B) vaccine,No
42177,65,1992,IPV (Inactivated polio vaccine),No
42178,65,1992,Measles-containing vaccine 2nd dose,No
42179,65,1992,Mumps vaccine,No
42180,65,1992,Rubella vaccine,No
42181,65,1992,Seasonal Influenza vaccine,No
42182,65,1992,YF (Yellow fever) vaccine,No
42183,65,1991,Hepatitis B vaccine,Yes (P)
42184,65,1991,HepB birth dose,No
42185,65,1991,Hib (Haemophilus influenzae type B) vaccine,No
42186,65,1991,IPV (Inactivated polio vaccine),No
42187,65,1991,Measles-containing vaccine 2nd dose,No
42188,65,1991,Mumps vaccine,No
42189,65,1991,Rubella vaccine,No
42190,65,1991,Seasonal Influenza vaccine,No
42191,65,1991,YF (Yellow fever) vaccine,No
42192,65,1990,Hepatitis B vaccine,Yes (P)
42193,65,1990,HepB birth dose,No
42194,65,1990,Hib (Haemophilus influenzae type B) vaccine,No
42195,65,1990,IPV (Inactivated polio vaccine),No
42196,65,1990,Measles-containing vaccine 2nd dose,No
42197,65,1990,Mumps vaccine,No
42198,65,1990,Rubella vaccine,No
42199,65,1990,Seasonal Influenza vaccine,No
42200,65,1990,YF (Yellow fever) vaccine,No
42201,65,1989,Hepatitis B vaccine,Yes (P)
42202,65,1989,HepB birth dose,No
42203,65,1989,Hib (Haemophilus influenzae type B) vaccine,No
42204,65,1989,IPV (Inactivated polio vaccine),No
42205,65,1989,Measles-containing vaccine 2nd dose,No
42206,65,1989,Mumps vaccine,No
42207,65,1989,Rubella vaccine,No
42208,65,1989,Seasonal Influenza vaccine,No
42209,65,1989,YF (Yellow fever) vaccine,No
42210,65,1988,Hepatitis B vaccine,No
42211,65,1988,Hib (Haemophilus influenzae type B) vaccine,No
42212,65,1988,IPV (Inactivated polio vaccine),No
42213,65,1988,Measles-containing vaccine 2nd dose,No
42214,65,1988,Mumps vaccine,No
42215,65,1988,Rubella vaccine,No
42216,65,1988,Seasonal Influenza vaccine,No
42217,65,1988,YF (Yellow fever) vaccine,No
42218,65,1987,Hepatitis B vaccine,No
42219,65,1987,Hib (Haemophilus influenzae type B) vaccine,No
42220,65,1987,IPV (Inactivated polio vaccine),No
42221,65,1987,Measles-containing vaccine 2nd dose,No
42222,65,1987,Mumps vaccine,No
42223,65,1987,Rubella vaccine,No
42224,65,1987,Seasonal Influenza vaccine,No
42225,65,1987,YF (Yellow fever) vaccine,No
42226,65,1986,Hepatitis B vaccine,No
42227,65,1986,Hib (Haemophilus influenzae type B) vaccine,No
42228,65,1986,IPV (Inactivated polio vaccine),No
42229,65,1986,Measles-containing vaccine 2nd dose,No
42230,65,1986,Mumps vaccine,No
42231,65,1986,Rubella vaccine,No
42232,65,1986,Seasonal Influenza vaccine,No
42233,65,1986,YF (Yellow fever) vaccine,No
42234,65,1985,Hepatitis B vaccine,No
42235,65,1985,IPV (Inactivated polio vaccine),No
42236,65,1985,Measles-containing vaccine 2nd dose,No
42237,65,1985,Mumps vaccine,No
42238,65,1985,Rubella vaccine,No
42239,65,1985,Seasonal Influenza vaccine,No
42240,65,1985,YF (Yellow fever) vaccine,No
42241,65,1984,Hepatitis B vaccine,No
42242,65,1984,IPV (Inactivated polio vaccine),No
42243,65,1984,Measles-containing vaccine 2nd dose,No
42244,65,1984,Mumps vaccine,No
42245,65,1984,Rubella vaccine,No
42246,65,1984,Seasonal Influenza vaccine,No
42247,65,1984,YF (Yellow fever) vaccine,No
42248,65,1983,Hepatitis B vaccine,No
42249,65,1983,IPV (Inactivated polio vaccine),No
42250,65,1983,Measles-containing vaccine 2nd dose,No
42251,65,1983,Mumps vaccine,No
42252,65,1983,Rubella vaccine,No
42253,65,1983,Seasonal Influenza vaccine,No
42254,65,1983,YF (Yellow fever) vaccine,No
42255,65,1982,Hepatitis B vaccine,No
42256,65,1982,IPV (Inactivated polio vaccine),No
42257,65,1982,Measles-containing vaccine 2nd dose,No
42258,65,1982,Mumps vaccine,No
42259,65,1982,Rubella vaccine,No
42260,65,1982,Seasonal Influenza vaccine,No
42261,65,1982,YF (Yellow fever) vaccine,No
42262,65,1981,IPV (Inactivated polio vaccine),No
42263,65,1981,Measles-containing vaccine 2nd dose,No
42264,65,1981,Mumps vaccine,No
42265,65,1981,Rubella vaccine,No
42266,65,1981,Seasonal Influenza vaccine,No
42267,65,1981,YF (Yellow fever) vaccine,No
42268,65,1980,IPV (Inactivated polio vaccine),No
42269,65,1980,Measles-containing vaccine 2nd dose,No
42270,65,1980,Mumps vaccine,No
42271,65,1980,Rubella vaccine,No
42272,65,1980,Seasonal Influenza vaccine,No
42273,65,1980,YF (Yellow fever) vaccine,No
42274,65,1979,IPV (Inactivated polio vaccine),No
42275,65,1979,Measles-containing vaccine 2nd dose,No
42276,65,1979,Mumps vaccine,No
42277,65,1979,Rubella vaccine,No
42278,65,1979,Seasonal Influenza vaccine,No
42279,65,1979,YF (Yellow fever) vaccine,No
42280,65,1978,IPV (Inactivated polio vaccine),No
42281,65,1978,Measles-containing vaccine 2nd dose,No
42282,65,1978,Mumps vaccine,No
42283,65,1978,Rubella vaccine,No
42284,65,1978,Seasonal Influenza vaccine,No
42285,65,1978,YF (Yellow fever) vaccine,No
42286,65,1977,IPV (Inactivated polio vaccine),No
42287,65,1977,Measles-containing vaccine 2nd dose,No
42288,65,1977,Mumps vaccine,No
42289,65,1977,Rubella vaccine,No
42290,65,1977,Seasonal Influenza vaccine,No
42291,65,1977,YF (Yellow fever) vaccine,No
42292,65,1976,IPV (Inactivated polio vaccine),No
42293,65,1976,Measles-containing vaccine 2nd dose,No
42294,65,1976,Mumps vaccine,No
42295,65,1976,Rubella vaccine,No
42296,65,1976,Seasonal Influenza vaccine,No
42297,65,1976,YF (Yellow fever) vaccine,No
42298,65,1975,IPV (Inactivated polio vaccine),No
42299,65,1975,Measles-containing vaccine 2nd dose,No
42300,65,1975,Mumps vaccine,No
42301,65,1975,Rubella vaccine,No
42302,65,1975,Seasonal Influenza vaccine,No
42303,65,1975,YF (Yellow fever) vaccine,No
42304,65,1974,IPV (Inactivated polio vaccine),No
42305,65,1974,Measles-containing vaccine 2nd dose,No
42306,65,1974,Mumps vaccine,No
42307,65,1974,Rubella vaccine,No
42308,65,1974,Seasonal Influenza vaccine,No
42309,65,1974,YF (Yellow fever) vaccine,No
42310,65,1973,IPV (Inactivated polio vaccine),No
42311,65,1973,Measles-containing vaccine 2nd dose,No
42312,65,1973,Mumps vaccine,No
42313,65,1973,Rubella vaccine,No
42314,65,1973,Seasonal Influenza vaccine,No
42315,65,1973,YF (Yellow fever) vaccine,No
42316,65,1972,IPV (Inactivated polio vaccine),No
42317,65,1972,Measles-containing vaccine 2nd dose,No
42318,65,1972,Mumps vaccine,No
42319,65,1972,Rubella vaccine,No
42320,65,1972,Seasonal Influenza vaccine,No
42321,65,1972,YF (Yellow fever) vaccine,No
42322,65,1971,IPV (Inactivated polio vaccine),No
42323,65,1971,Measles-containing vaccine 2nd dose,No
42324,65,1971,Mumps vaccine,No
42325,65,1971,Rubella vaccine,No
42326,65,1971,Seasonal Influenza vaccine,No
42327,65,1971,YF (Yellow fever) vaccine,No
42328,65,1970,IPV (Inactivated polio vaccine),No
42329,65,1970,Measles-containing vaccine 2nd dose,No
42330,65,1970,Mumps vaccine,No
42331,65,1970,Rubella vaccine,No
42332,65,1970,Seasonal Influenza vaccine,No
42333,65,1970,YF (Yellow fever) vaccine,No
42334,65,1969,IPV (Inactivated polio vaccine),No
42335,65,1969,Measles-containing vaccine 2nd dose,No
42336,65,1969,Mumps vaccine,No
42337,65,1969,Rubella vaccine,No
42338,65,1969,Seasonal Influenza vaccine,No
42339,65,1969,YF (Yellow fever) vaccine,No
42340,65,1968,IPV (Inactivated polio vaccine),No
42341,65,1968,Measles-containing vaccine 2nd dose,No
42342,65,1968,Seasonal Influenza vaccine,No
42343,65,1968,YF (Yellow fever) vaccine,No
42344,65,1967,IPV (Inactivated polio vaccine),No
42345,65,1967,Measles-containing vaccine 2nd dose,No
42346,65,1967,Seasonal Influenza vaccine,No
42347,65,1967,YF (Yellow fever) vaccine,No
42348,65,1966,IPV (Inactivated polio vaccine),No
42349,65,1966,Measles-containing vaccine 2nd dose,No
42350,65,1966,Seasonal Influenza vaccine,No
42351,65,1965,IPV (Inactivated polio vaccine),No
42352,65,1965,Measles-containing vaccine 2nd dose,No
42353,65,1965,Seasonal Influenza vaccine,No
42354,65,1964,IPV (Inactivated polio vaccine),No
42355,65,1964,Measles-containing vaccine 2nd dose,No
42356,65,1964,Seasonal Influenza vaccine,No
42357,65,1963,IPV (Inactivated polio vaccine),No
42358,65,1963,Measles-containing vaccine 2nd dose,No
42359,65,1963,Seasonal Influenza vaccine,No
42360,65,1962,IPV (Inactivated polio vaccine),No
42361,65,1962,Seasonal Influenza vaccine,No
42362,65,1961,IPV (Inactivated polio vaccine),No
42363,65,1961,Seasonal Influenza vaccine,No
42364,65,1960,IPV (Inactivated polio vaccine),No
42365,65,1960,Seasonal Influenza vaccine,No
42366,65,1959,IPV (Inactivated polio vaccine),No
42367,65,1959,Seasonal Influenza vaccine,No
42368,65,1958,IPV (Inactivated polio vaccine),No
42369,65,1958,Seasonal Influenza vaccine,No
42370,65,1957,IPV (Inactivated polio vaccine),No
42371,65,1957,Seasonal Influenza vaccine,No
42372,65,1956,IPV (Inactivated polio vaccine),No
42373,65,1956,Seasonal Influenza vaccine,No
42374,65,1955,IPV (Inactivated polio vaccine),No
42375,65,1955,Seasonal Influenza vaccine,No
42376,65,1954,Seasonal Influenza vaccine,No
42377,65,1953,Seasonal Influenza vaccine,No
42378,65,1952,Seasonal Influenza vaccine,No
42379,65,1951,Seasonal Influenza vaccine,No
42380,65,1950,Seasonal Influenza vaccine,No
42381,65,1949,Seasonal Influenza vaccine,No
42382,65,1948,Seasonal Influenza vaccine,No
42383,65,1947,Seasonal Influenza vaccine,No
42384,65,1946,Seasonal Influenza vaccine,No
42385,65,1945,Seasonal Influenza vaccine,No
42386,65,1944,Seasonal Influenza vaccine,No
42387,65,1943,Seasonal Influenza vaccine,No
42388,65,1942,Seasonal Influenza vaccine,No
42389,65,1941,Seasonal Influenza vaccine,No
42390,65,1940,Seasonal Influenza vaccine,No
42391,66,2023,aP (acellular pertussis) vaccine,Yes
42392,66,2023,Hepatitis A vaccine,Yes (R)
42393,66,2023,Hepatitis B vaccine,Yes
42394,66,2023,HepB birth dose,Yes (R)
42395,66,2023,Hib (Haemophilus influenzae type B) vaccine,Yes
42396,66,2023,HPV (Human Papilloma Virus) vaccine,Yes
42397,66,2023,IPV (Inactivated polio vaccine),Yes
42398,66,2023,IPV (Inactivated polio vaccine) 2nd dose,Yes
42399,66,2023,Japanese Encephalitis,No
42400,66,2023,Malaria vaccine,No
42401,66,2023,Measles-containing vaccine 2nd dose,Yes
42402,66,2023,Meningococcal meningitis vaccines (all strains),Yes
42403,66,2023,Mumps vaccine,Yes
42404,66,2023,PCV (Pneumococcal conjugate vaccine),Yes
42405,66,2023,PPV (Pneumococcal polysaccharide vaccine),Yes
42406,66,2023,Rotavirus vaccine,Yes
42407,66,2023,Rubella vaccine,Yes
42408,66,2023,Seasonal Influenza vaccine,Yes
42409,66,2023,Typhoid,No
42410,66,2023,Varicella vaccine,No
42411,66,2023,YF (Yellow fever) vaccine,No
42412,66,2022,aP (acellular pertussis) vaccine,Yes
42413,66,2022,Hepatitis A vaccine,Yes (R)
42414,66,2022,Hepatitis B vaccine,Yes
42415,66,2022,HepB birth dose,Yes (R)
42416,66,2022,Hib (Haemophilus influenzae type B) vaccine,Yes
42417,66,2022,HPV (Human Papilloma Virus) vaccine,Yes
42418,66,2022,IPV (Inactivated polio vaccine),Yes
42419,66,2022,IPV (Inactivated polio vaccine) 2nd dose,Yes
42420,66,2022,Japanese Encephalitis,No
42421,66,2022,Malaria vaccine,No
42422,66,2022,Measles-containing vaccine 2nd dose,Yes
42423,66,2022,Meningococcal meningitis vaccines (all strains),Yes
42424,66,2022,Mumps vaccine,Yes
42425,66,2022,PCV (Pneumococcal conjugate vaccine),Yes
42426,66,2022,PPV (Pneumococcal polysaccharide vaccine),Yes
42427,66,2022,Rotavirus vaccine,Yes
42428,66,2022,Rubella vaccine,Yes
42429,66,2022,Seasonal Influenza vaccine,Yes
42430,66,2022,Typhoid,No
42431,66,2022,Varicella vaccine,No
42432,66,2022,YF (Yellow fever) vaccine,No
42433,66,2021,aP (acellular pertussis) vaccine,Yes
42434,66,2021,Hepatitis A vaccine,Yes (R)
42435,66,2021,Hepatitis B vaccine,Yes
42436,66,2021,HepB birth dose,Yes (R)
42437,66,2021,Hib (Haemophilus influenzae type B) vaccine,Yes
42438,66,2021,HPV (Human Papilloma Virus) vaccine,Yes
42439,66,2021,IPV (Inactivated polio vaccine),Yes
42440,66,2021,IPV (Inactivated polio vaccine) 2nd dose,Yes
42441,66,2021,Japanese Encephalitis,No
42442,66,2021,Malaria vaccine,No
42443,66,2021,Measles-containing vaccine 2nd dose,Yes
42444,66,2021,Meningococcal meningitis vaccines (all strains),Yes
42445,66,2021,Mumps vaccine,Yes
42446,66,2021,PCV (Pneumococcal conjugate vaccine),Yes
42447,66,2021,PPV (Pneumococcal polysaccharide vaccine),Yes
42448,66,2021,Rotavirus vaccine,No
42449,66,2021,Rubella vaccine,Yes
42450,66,2021,Seasonal Influenza vaccine,Yes
42451,66,2021,Typhoid,No
42452,66,2021,Varicella vaccine,No
42453,66,2021,YF (Yellow fever) vaccine,No
42454,66,2020,aP (acellular pertussis) vaccine,Yes
42455,66,2020,Hepatitis A vaccine,Yes (R)
42456,66,2020,Hepatitis B vaccine,Yes
42457,66,2020,HepB birth dose,Yes (R)
42458,66,2020,Hib (Haemophilus influenzae type B) vaccine,Yes
42459,66,2020,HPV (Human Papilloma Virus) vaccine,Yes
42460,66,2020,IPV (Inactivated polio vaccine),Yes
42461,66,2020,IPV (Inactivated polio vaccine) 2nd dose,Yes
42462,66,2020,Japanese Encephalitis,No
42463,66,2020,Malaria vaccine,No
42464,66,2020,Measles-containing vaccine 2nd dose,Yes
42465,66,2020,Meningococcal meningitis vaccines (all strains),Yes
42466,66,2020,Mumps vaccine,Yes
42467,66,2020,PCV (Pneumococcal conjugate vaccine),Yes
42468,66,2020,PPV (Pneumococcal polysaccharide vaccine),Yes
42469,66,2020,Rotavirus vaccine,No
42470,66,2020,Rubella vaccine,Yes
42471,66,2020,Seasonal Influenza vaccine,Yes
42472,66,2020,Typhoid,No
42473,66,2020,Varicella vaccine,No
42474,66,2020,YF (Yellow fever) vaccine,No
42475,66,2019,aP (acellular pertussis) vaccine,Yes
42476,66,2019,Hepatitis A vaccine,Yes (R)
42477,66,2019,Hepatitis B vaccine,Yes
42478,66,2019,HepB birth dose,Yes (R)
42479,66,2019,Hib (Haemophilus influenzae type B) vaccine,Yes
42480,66,2019,HPV (Human Papilloma Virus) vaccine,Yes
42481,66,2019,IPV (Inactivated polio vaccine),Yes
42482,66,2019,IPV (Inactivated polio vaccine) 2nd dose,Yes
42483,66,2019,Japanese Encephalitis,No
42484,66,2019,Malaria vaccine,No
42485,66,2019,Measles-containing vaccine 2nd dose,Yes
42486,66,2019,Meningococcal meningitis vaccines (all strains),Yes
42487,66,2019,Mumps vaccine,Yes
42488,66,2019,PCV (Pneumococcal conjugate vaccine),Yes
42489,66,2019,PPV (Pneumococcal polysaccharide vaccine),Yes (R)
42490,66,2019,Rotavirus vaccine,No
42491,66,2019,Rubella vaccine,Yes
42492,66,2019,Seasonal Influenza vaccine,Yes
42493,66,2019,Typhoid,No
42494,66,2019,Varicella vaccine,No
42495,66,2019,YF (Yellow fever) vaccine,No
42496,66,2018,aP (acellular pertussis) vaccine,Yes
42497,66,2018,Hepatitis A vaccine,Yes (R)
42498,66,2018,Hepatitis B vaccine,Yes
42499,66,2018,HepB birth dose,Yes (R)
42500,66,2018,Hib (Haemophilus influenzae type B) vaccine,Yes
42501,66,2018,HPV (Human Papilloma Virus) vaccine,Yes
42502,66,2018,IPV (Inactivated polio vaccine),Yes
42503,66,2018,IPV (Inactivated polio vaccine) 2nd dose,Yes
42504,66,2018,Japanese Encephalitis,No
42505,66,2018,Measles-containing vaccine 2nd dose,Yes
42506,66,2018,Meningococcal meningitis vaccines (all strains),Yes
42507,66,2018,Mumps vaccine,Yes
42508,66,2018,PCV (Pneumococcal conjugate vaccine),Yes
42509,66,2018,PPV (Pneumococcal polysaccharide vaccine),Yes (R)
42510,66,2018,Rotavirus vaccine,No
42511,66,2018,Rubella vaccine,Yes
42512,66,2018,Seasonal Influenza vaccine,Yes
42513,66,2018,Typhoid,No
42514,66,2018,Varicella vaccine,No
42515,66,2018,YF (Yellow fever) vaccine,No
42516,66,2017,aP (acellular pertussis) vaccine,Yes
42517,66,2017,Hepatitis A vaccine,Yes (R)
42518,66,2017,Hepatitis B vaccine,Yes
42519,66,2017,HepB birth dose,Yes (R)
42520,66,2017,Hib (Haemophilus influenzae type B) vaccine,Yes
42521,66,2017,HPV (Human Papilloma Virus) vaccine,Yes
42522,66,2017,IPV (Inactivated polio vaccine),Yes
42523,66,2017,IPV (Inactivated polio vaccine) 2nd dose,Yes
42524,66,2017,Japanese Encephalitis,No
42525,66,2017,Measles-containing vaccine 2nd dose,Yes
42526,66,2017,Meningococcal meningitis vaccines (all strains),Yes
42527,66,2017,Mumps vaccine,Yes
42528,66,2017,PCV (Pneumococcal conjugate vaccine),Yes
42529,66,2017,PPV (Pneumococcal polysaccharide vaccine),Yes (R)
42530,66,2017,Rotavirus vaccine,No
42531,66,2017,Rubella vaccine,Yes
42532,66,2017,Seasonal Influenza vaccine,Yes
42533,66,2017,Typhoid,No
42534,66,2017,Varicella vaccine,No
42535,66,2017,YF (Yellow fever) vaccine,No
42536,66,2016,aP (acellular pertussis) vaccine,Yes
42537,66,2016,Hepatitis A vaccine,No
42538,66,2016,Hepatitis B vaccine,Yes
42539,66,2016,HepB birth dose,Yes (R)
42540,66,2016,Hib (Haemophilus influenzae type B) vaccine,Yes
42541,66,2016,HPV (Human Papilloma Virus) vaccine,Yes
42542,66,2016,IPV (Inactivated polio vaccine),Yes
42543,66,2016,IPV (Inactivated polio vaccine) 2nd dose,Yes
42544,66,2016,Japanese Encephalitis,No
42545,66,2016,Measles-containing vaccine 2nd dose,Yes
42546,66,2016,Meningococcal meningitis vaccines (all strains),Yes
42547,66,2016,Mumps vaccine,Yes
42548,66,2016,PCV (Pneumococcal conjugate vaccine),Yes
42549,66,2016,PPV (Pneumococcal polysaccharide vaccine),Yes (R)
42550,66,2016,Rotavirus vaccine,No
42551,66,2016,Rubella vaccine,Yes
42552,66,2016,Seasonal Influenza vaccine,Yes
42553,66,2016,Typhoid,No
42554,66,2016,Varicella vaccine,No
42555,66,2016,YF (Yellow fever) vaccine,No
42556,66,2015,aP (acellular pertussis) vaccine,Yes
42557,66,2015,Hepatitis A vaccine,No
42558,66,2015,Hepatitis B vaccine,Yes
42559,66,2015,HepB birth dose,Yes (R)
42560,66,2015,Hib (Haemophilus influenzae type B) vaccine,Yes
42561,66,2015,HPV (Human Papilloma Virus) vaccine,Yes
42562,66,2015,IPV (Inactivated polio vaccine),Yes
42563,66,2015,IPV (Inactivated polio vaccine) 2nd dose,Yes
42564,66,2015,Japanese Encephalitis,No
42565,66,2015,Measles-containing vaccine 2nd dose,Yes
42566,66,2015,Meningococcal meningitis vaccines (all strains),Yes
42567,66,2015,Mumps vaccine,Yes
42568,66,2015,PCV (Pneumococcal conjugate vaccine),Yes
42569,66,2015,PPV (Pneumococcal polysaccharide vaccine),Yes (R)
42570,66,2015,Rotavirus vaccine,No
42571,66,2015,Rubella vaccine,Yes
42572,66,2015,Seasonal Influenza vaccine,Yes
42573,66,2015,Typhoid,No
42574,66,2015,Varicella vaccine,Yes (R)
42575,66,2015,YF (Yellow fever) vaccine,No
42576,66,2014,aP (acellular pertussis) vaccine,Yes
42577,66,2014,Hepatitis A vaccine,No
42578,66,2014,Hepatitis B vaccine,Yes
42579,66,2014,HepB birth dose,Yes (R)
42580,66,2014,Hib (Haemophilus influenzae type B) vaccine,Yes
42581,66,2014,HPV (Human Papilloma Virus) vaccine,Yes
42582,66,2014,IPV (Inactivated polio vaccine),Yes
42583,66,2014,IPV (Inactivated polio vaccine) 2nd dose,Yes
42584,66,2014,Japanese Encephalitis,No
42585,66,2014,Measles-containing vaccine 2nd dose,Yes
42586,66,2014,Meningococcal meningitis vaccines (all strains),Yes
42587,66,2014,Mumps vaccine,Yes
42588,66,2014,PCV (Pneumococcal conjugate vaccine),Yes
42589,66,2014,PPV (Pneumococcal polysaccharide vaccine),Yes (R)
42590,66,2014,Rotavirus vaccine,No
42591,66,2014,Rubella vaccine,Yes
42592,66,2014,Seasonal Influenza vaccine,Yes
42593,66,2014,Typhoid,No
42594,66,2014,Varicella vaccine,Yes (R)
42595,66,2014,YF (Yellow fever) vaccine,No
42596,66,2013,aP (acellular pertussis) vaccine,Yes
42597,66,2013,Hepatitis A vaccine,No
42598,66,2013,Hepatitis B vaccine,Yes
42599,66,2013,HepB birth dose,No
42600,66,2013,Hib (Haemophilus influenzae type B) vaccine,Yes
42601,66,2013,HPV (Human Papilloma Virus) vaccine,Yes
42602,66,2013,IPV (Inactivated polio vaccine),Yes
42603,66,2013,IPV (Inactivated polio vaccine) 2nd dose,Yes
42604,66,2013,Japanese Encephalitis,No
42605,66,2013,Measles-containing vaccine 2nd dose,Yes
42606,66,2013,Meningococcal meningitis vaccines (all strains),Yes
42607,66,2013,Mumps vaccine,Yes
42608,66,2013,PCV (Pneumococcal conjugate vaccine),Yes
42609,66,2013,PPV (Pneumococcal polysaccharide vaccine),Yes (R)
