incidence_id,country_id,year_id,source_group,disease_id,denominator,incidence_rate
1,1.0,2023,COUNTRIES,1,"per 10,000 live births",0.0
2,1.0,2023,COUNTRIES,2,"per 1,000,000 total population",0.0
3,1.0,2023,COUNTRIES,3,"per 1,000,000 total population",9.3
4,1.0,2023,COUNTRIES,4,"per 1,000,000 total population",
5,1.0,2023,COUNTRIES,5,"per 1,000,000 total population",0.0
6,1.0,2023,COUNTRIES,6,"per 1,000 live births",0.0
7,1.0,2023,COUNTRIES,7,"per 1,000,000 total population",9.3
8,1.0,2023,COUNTRIES,8,"per 1,000,000 <15 population",0.0
9,1.0,2023,COUNTRIES,9,"per 1,000,000 total population",
10,1.0,2023,COUNTRIES,10,"per 1,000,000 total population",0.0
11,1.0,2023,COUNTRIES,11,"per 1,000,000 total population",0.0
12,1.0,2023,COUNTRIES,12,"per 1,000,000 total population",0.0
13,1.0,2022,COUNTRIES,1,"per 10,000 live births",0.0
14,1.0,2022,COUNTRIES,2,"per 1,000,000 total population",0.0
15,1.0,2022,COUNTRIES,3,"per 1,000,000 total population",18.6
16,1.0,2022,COUNTRIES,4,"per 1,000,000 total population",0.0
17,1.0,2022,COUNTRIES,5,"per 1,000,000 total population",18.6
18,1.0,2022,COUNTRIES,6,"per 1,000 live births",0.0
19,1.0,2022,COUNTRIES,7,"per 1,000,000 total population",0.0
20,1.0,2022,COUNTRIES,8,"per 1,000,000 <15 population",0.0
21,1.0,2022,COUNTRIES,9,"per 1,000,000 total population",0.0
22,1.0,2022,COUNTRIES,10,"per 1,000,000 total population",0.0
23,1.0,2022,COUNTRIES,11,"per 1,000,000 total population",0.0
24,1.0,2022,COUNTRIES,12,"per 1,000,000 total population",0.0
25,1.0,2021,COUNTRIES,1,"per 10,000 live births",0.0
26,1.0,2021,COUNTRIES,2,"per 1,000,000 total population",0.0
27,1.0,2021,COUNTRIES,3,"per 1,000,000 total population",0.0
28,1.0,2021,COUNTRIES,4,"per 1,000,000 total population",0.0
29,1.0,2021,COUNTRIES,5,"per 1,000,000 total population",0.0
30,1.0,2021,COUNTRIES,6,"per 1,000 live births",0.0
31,1.0,2021,COUNTRIES,7,"per 1,000,000 total population",0.0
32,1.0,2021,COUNTRIES,8,"per 1,000,000 <15 population",0.0
33,1.0,2021,COUNTRIES,9,"per 1,000,000 total population",0.0
34,1.0,2021,COUNTRIES,10,"per 1,000,000 total population",0.0
35,1.0,2021,COUNTRIES,11,"per 1,000,000 total population",0.0
36,1.0,2021,COUNTRIES,12,"per 1,000,000 total population",0.0
37,1.0,2019,COUNTRIES,1,"per 10,000 live births",0.0
38,1.0,2019,COUNTRIES,2,"per 1,000,000 total population",0.0
39,1.0,2019,COUNTRIES,13,"per 1,000,000 total population",
40,1.0,2019,COUNTRIES,4,"per 1,000,000 total population",9.3
41,1.0,2019,COUNTRIES,5,"per 1,000,000 total population",9.3
42,1.0,2019,COUNTRIES,6,"per 1,000 live births",0.0
43,1.0,2019,COUNTRIES,7,"per 1,000,000 total population",0.0
44,1.0,2019,COUNTRIES,8,"per 1,000,000 <15 population",0.0
45,1.0,2019,COUNTRIES,9,"per 1,000,000 total population",0.0
46,1.0,2019,COUNTRIES,11,"per 1,000,000 total population",0.0
47,1.0,2019,COUNTRIES,12,"per 1,000,000 total population",0.0
48,1.0,2018,COUNTRIES,1,"per 10,000 live births",0.0
49,1.0,2018,COUNTRIES,2,"per 1,000,000 total population",0.0
50,1.0,2018,COUNTRIES,13,"per 1,000,000 total population",
51,1.0,2018,COUNTRIES,4,"per 1,000,000 total population",0.0
52,1.0,2018,COUNTRIES,5,"per 1,000,000 total population",47.0
53,1.0,2018,COUNTRIES,6,"per 1,000 live births",0.0
54,1.0,2018,COUNTRIES,7,"per 1,000,000 total population",9.4
55,1.0,2018,COUNTRIES,8,"per 1,000,000 <15 population",0.0
56,1.0,2018,COUNTRIES,9,"per 1,000,000 total population",0.0
57,1.0,2018,COUNTRIES,10,"per 1,000,000 total population",0.0
58,1.0,2018,COUNTRIES,11,"per 1,000,000 total population",0.0
59,1.0,2018,COUNTRIES,12,"per 1,000,000 total population",0.0
60,1.0,2017,COUNTRIES,1,"per 10,000 live births",0.0
61,1.0,2017,COUNTRIES,2,"per 1,000,000 total population",0.0
62,1.0,2017,COUNTRIES,4,"per 1,000,000 total population",0.0
63,1.0,2017,COUNTRIES,5,"per 1,000,000 total population",9.5
64,1.0,2017,COUNTRIES,6,"per 1,000 live births",0.0
65,1.0,2017,COUNTRIES,7,"per 1,000,000 total population",9.5
66,1.0,2017,COUNTRIES,9,"per 1,000,000 total population",0.0
67,1.0,2017,COUNTRIES,12,"per 1,000,000 total population",0.0
68,2.0,2023,COUNTRIES,1,"per 10,000 live births",4.0
69,2.0,2023,COUNTRIES,2,"per 1,000,000 total population",1.5
70,2.0,2023,COUNTRIES,3,"per 1,000,000 total population",
71,2.0,2023,COUNTRIES,13,"per 1,000,000 total population",
72,2.0,2023,COUNTRIES,4,"per 1,000,000 total population",67.4
73,2.0,2023,COUNTRIES,5,"per 1,000,000 total population",
74,2.0,2023,COUNTRIES,6,"per 1,000 live births",0.0
75,2.0,2023,COUNTRIES,7,"per 1,000,000 total population",36.9
76,2.0,2023,COUNTRIES,8,"per 1,000,000 <15 population",0.3
77,2.0,2023,COUNTRIES,9,"per 1,000,000 total population",10.7
78,2.0,2023,COUNTRIES,10,"per 1,000,000 total population",2.1
79,2.0,2023,COUNTRIES,11,"per 1,000,000 total population",
80,2.0,2023,COUNTRIES,12,"per 1,000,000 total population",
81,2.0,2022,COUNTRIES,1,"per 10,000 live births",5.5
82,2.0,2022,COUNTRIES,2,"per 1,000,000 total population",1.2
83,2.0,2022,COUNTRIES,3,"per 1,000,000 total population",
84,2.0,2022,COUNTRIES,13,"per 1,000,000 total population",
85,2.0,2022,COUNTRIES,4,"per 1,000,000 total population",127.3
86,2.0,2022,COUNTRIES,5,"per 1,000,000 total population",
87,2.0,2022,COUNTRIES,6,"per 1,000 live births",0.0
88,2.0,2022,COUNTRIES,7,"per 1,000,000 total population",8.2
89,2.0,2022,COUNTRIES,8,"per 1,000,000 <15 population",
90,2.0,2022,COUNTRIES,9,"per 1,000,000 total population",4.8
91,2.0,2022,COUNTRIES,10,"per 1,000,000 total population",1.2
92,2.0,2022,COUNTRIES,11,"per 1,000,000 total population",0.0
93,2.0,2022,COUNTRIES,12,"per 1,000,000 total population",
94,2.0,2021,COUNTRIES,1,"per 10,000 live births",0.4
95,2.0,2021,COUNTRIES,2,"per 1,000,000 total population",1.5
96,2.0,2021,COUNTRIES,3,"per 1,000,000 total population",
97,2.0,2021,COUNTRIES,13,"per 1,000,000 total population",
98,2.0,2021,COUNTRIES,4,"per 1,000,000 total population",72.5
99,2.0,2021,COUNTRIES,5,"per 1,000,000 total population",
100,2.0,2021,COUNTRIES,6,"per 1,000 live births",2.1
101,2.0,2021,COUNTRIES,7,"per 1,000,000 total population",2.7
102,2.0,2021,COUNTRIES,8,"per 1,000,000 <15 population",2.4
103,2.0,2021,COUNTRIES,9,"per 1,000,000 total population",1.1
104,2.0,2021,COUNTRIES,10,"per 1,000,000 total population",76.7
105,2.0,2021,COUNTRIES,11,"per 1,000,000 total population",
106,2.0,2021,COUNTRIES,12,"per 1,000,000 total population",
107,2.0,2020,COUNTRIES,1,"per 10,000 live births",4.5
108,2.0,2020,COUNTRIES,2,"per 1,000,000 total population",
109,2.0,2020,COUNTRIES,3,"per 1,000,000 total population",4.1
110,2.0,2020,COUNTRIES,13,"per 1,000,000 total population",
111,2.0,2020,COUNTRIES,4,"per 1,000,000 total population",16.4
112,2.0,2020,COUNTRIES,5,"per 1,000,000 total population",
113,2.0,2020,COUNTRIES,6,"per 1,000 live births",0.0
114,2.0,2020,COUNTRIES,7,"per 1,000,000 total population",
115,2.0,2020,COUNTRIES,8,"per 1,000,000 <15 population",17.8
116,2.0,2020,COUNTRIES,9,"per 1,000,000 total population",0.6
117,2.0,2020,COUNTRIES,10,"per 1,000,000 total population",1.8
118,2.0,2020,COUNTRIES,11,"per 1,000,000 total population",
119,2.0,2020,COUNTRIES,12,"per 1,000,000 total population",
120,2.0,2019,COUNTRIES,1,"per 10,000 live births",
121,2.0,2019,COUNTRIES,2,"per 1,000,000 total population",
122,2.0,2019,COUNTRIES,13,"per 1,000,000 total population",
123,2.0,2019,COUNTRIES,4,"per 1,000,000 total population",9.3
124,2.0,2019,COUNTRIES,5,"per 1,000,000 total population",
125,2.0,2019,COUNTRIES,6,"per 1,000 live births",0.0
126,2.0,2019,COUNTRIES,7,"per 1,000,000 total population",
127,2.0,2019,COUNTRIES,8,"per 1,000,000 <15 population",0.0
128,2.0,2019,COUNTRIES,9,"per 1,000,000 total population",1.6
129,2.0,2019,COUNTRIES,10,"per 1,000,000 total population",
130,2.0,2019,COUNTRIES,11,"per 1,000,000 total population",
131,2.0,2019,COUNTRIES,12,"per 1,000,000 total population",
132,2.0,2018,COUNTRIES,1,"per 10,000 live births",
133,2.0,2018,COUNTRIES,2,"per 1,000,000 total population",0.1
134,2.0,2018,COUNTRIES,13,"per 1,000,000 total population",
135,2.0,2018,COUNTRIES,4,"per 1,000,000 total population",54.8
136,2.0,2018,COUNTRIES,5,"per 1,000,000 total population",
137,2.0,2018,COUNTRIES,6,"per 1,000 live births",0.0
138,2.0,2018,COUNTRIES,7,"per 1,000,000 total population",13.3
139,2.0,2018,COUNTRIES,8,"per 1,000,000 <15 population",1.3
140,2.0,2018,COUNTRIES,9,"per 1,000,000 total population",1.0
141,2.0,2018,COUNTRIES,10,"per 1,000,000 total population",1.4
142,2.0,2018,COUNTRIES,11,"per 1,000,000 total population",
143,2.0,2018,COUNTRIES,12,"per 1,000,000 total population",
144,2.0,2017,COUNTRIES,1,"per 10,000 live births",
145,2.0,2017,COUNTRIES,2,"per 1,000,000 total population",0.0
146,2.0,2017,COUNTRIES,13,"per 1,000,000 total population",
147,2.0,2017,COUNTRIES,4,"per 1,000,000 total population",42.3
148,2.0,2017,COUNTRIES,5,"per 1,000,000 total population",
149,2.0,2017,COUNTRIES,6,"per 1,000 live births",
150,2.0,2017,COUNTRIES,7,"per 1,000,000 total population",0.0
151,2.0,2017,COUNTRIES,8,"per 1,000,000 <15 population",0.9
152,2.0,2017,COUNTRIES,9,"per 1,000,000 total population",1.5
153,2.0,2017,COUNTRIES,10,"per 1,000,000 total population",
154,2.0,2017,COUNTRIES,12,"per 1,000,000 total population",
155,2.0,2016,COUNTRIES,1,"per 10,000 live births",
156,2.0,2016,COUNTRIES,2,"per 1,000,000 total population",
157,2.0,2016,COUNTRIES,13,"per 1,000,000 total population",
158,2.0,2016,COUNTRIES,4,"per 1,000,000 total population",18.4
159,2.0,2016,COUNTRIES,5,"per 1,000,000 total population",0.8
160,2.0,2016,COUNTRIES,6,"per 1,000 live births",0.0
161,2.0,2016,COUNTRIES,7,"per 1,000,000 total population",0.0
162,2.0,2016,COUNTRIES,8,"per 1,000,000 <15 population",0.8
163,2.0,2016,COUNTRIES,9,"per 1,000,000 total population",1.2
164,2.0,2016,COUNTRIES,10,"per 1,000,000 total population",1.1
165,2.0,2016,COUNTRIES,12,"per 1,000,000 total population",
166,2.0,2015,COUNTRIES,1,"per 10,000 live births",0.0
167,2.0,2015,COUNTRIES,2,"per 1,000,000 total population",0.0
168,2.0,2015,COUNTRIES,13,"per 1,000,000 total population",0.0
169,2.0,2015,COUNTRIES,4,"per 1,000,000 total population",34.1
170,2.0,2015,COUNTRIES,5,"per 1,000,000 total population",
171,2.0,2015,COUNTRIES,6,"per 1,000 live births",0.0
172,2.0,2015,COUNTRIES,7,"per 1,000,000 total population",12.8
173,2.0,2015,COUNTRIES,8,"per 1,000,000 <15 population",1.3
174,2.0,2015,COUNTRIES,9,"per 1,000,000 total population",1.7
175,2.0,2015,COUNTRIES,10,"per 1,000,000 total population",2.2
176,2.0,2015,COUNTRIES,12,"per 1,000,000 total population",0.0
177,2.0,2014,COUNTRIES,1,"per 10,000 live births",0.0
178,2.0,2014,COUNTRIES,2,"per 1,000,000 total population",0.0
179,2.0,2014,COUNTRIES,13,"per 1,000,000 total population",
180,2.0,2014,COUNTRIES,4,"per 1,000,000 total population",15.0
181,2.0,2014,COUNTRIES,5,"per 1,000,000 total population",0.0
182,2.0,2014,COUNTRIES,6,"per 1,000 live births",0.0
183,2.0,2014,COUNTRIES,7,"per 1,000,000 total population",0.0
184,2.0,2014,COUNTRIES,8,"per 1,000,000 <15 population",1.8
185,2.0,2014,COUNTRIES,9,"per 1,000,000 total population",1.3
186,2.0,2014,COUNTRIES,10,"per 1,000,000 total population",1.2
187,2.0,2014,COUNTRIES,12,"per 1,000,000 total population",
188,2.0,2013,COUNTRIES,1,"per 10,000 live births",0.0
189,2.0,2013,COUNTRIES,2,"per 1,000,000 total population",0.0
190,2.0,2013,COUNTRIES,13,"per 1,000,000 total population",0.0
191,2.0,2013,COUNTRIES,4,"per 1,000,000 total population",13.6
192,2.0,2013,COUNTRIES,5,"per 1,000,000 total population",0.0
193,2.0,2013,COUNTRIES,6,"per 1,000 live births",0.0
194,2.0,2013,COUNTRIES,7,"per 1,000,000 total population",11.7
195,2.0,2013,COUNTRIES,8,"per 1,000,000 <15 population",1.1
196,2.0,2013,COUNTRIES,9,"per 1,000,000 total population",11.6
197,2.0,2013,COUNTRIES,10,"per 1,000,000 total population",0.8
198,2.0,2013,COUNTRIES,12,"per 1,000,000 total population",0.0
199,2.0,2012,COUNTRIES,1,"per 10,000 live births",
200,2.0,2012,COUNTRIES,2,"per 1,000,000 total population",0.0
201,2.0,2012,COUNTRIES,13,"per 1,000,000 total population",
202,2.0,2012,COUNTRIES,4,"per 1,000,000 total population",91.2
203,2.0,2012,COUNTRIES,5,"per 1,000,000 total population",
204,2.0,2012,COUNTRIES,6,"per 1,000 live births",0.0
205,2.0,2012,COUNTRIES,7,"per 1,000,000 total population",49.0
206,2.0,2012,COUNTRIES,8,"per 1,000,000 <15 population",3.2
207,2.0,2012,COUNTRIES,9,"per 1,000,000 total population",
208,2.0,2012,COUNTRIES,10,"per 1,000,000 total population",1.2
209,2.0,2012,COUNTRIES,12,"per 1,000,000 total population",
210,2.0,2011,COUNTRIES,1,"per 10,000 live births",
211,2.0,2011,COUNTRIES,2,"per 1,000,000 total population",0.0
212,2.0,2011,COUNTRIES,13,"per 1,000,000 total population",
213,2.0,2011,COUNTRIES,4,"per 1,000,000 total population",102.7
214,2.0,2011,COUNTRIES,5,"per 1,000,000 total population",
215,2.0,2011,COUNTRIES,6,"per 1,000 live births",0.0
216,2.0,2011,COUNTRIES,7,"per 1,000,000 total population",0.0
217,2.0,2011,COUNTRIES,8,"per 1,000,000 <15 population",5.7
218,2.0,2011,COUNTRIES,9,"per 1,000,000 total population",25.6
219,2.0,2011,COUNTRIES,10,"per 1,000,000 total population",0.7
220,2.0,2011,COUNTRIES,12,"per 1,000,000 total population",
221,2.0,2010,COUNTRIES,1,"per 10,000 live births",0.0
222,2.0,2010,COUNTRIES,2,"per 1,000,000 total population",0.0
223,2.0,2010,COUNTRIES,13,"per 1,000,000 total population",0.0
224,2.0,2010,COUNTRIES,4,"per 1,000,000 total population",70.3
225,2.0,2010,COUNTRIES,5,"per 1,000,000 total population",0.0
226,2.0,2010,COUNTRIES,6,"per 1,000 live births",0.0
227,2.0,2010,COUNTRIES,7,"per 1,000,000 total population",0.0
228,2.0,2010,COUNTRIES,8,"per 1,000,000 <15 population",2.2
229,2.0,2010,COUNTRIES,9,"per 1,000,000 total population",1.6
230,2.0,2010,COUNTRIES,10,"per 1,000,000 total population",0.8
231,2.0,2010,COUNTRIES,12,"per 1,000,000 total population",0.0
232,2.0,2009,COUNTRIES,1,"per 10,000 live births",
233,2.0,2009,COUNTRIES,2,"per 1,000,000 total population",0.0
234,2.0,2009,COUNTRIES,13,"per 1,000,000 total population",
235,2.0,2009,COUNTRIES,4,"per 1,000,000 total population",104.2
236,2.0,2009,COUNTRIES,5,"per 1,000,000 total population",
237,2.0,2009,COUNTRIES,6,"per 1,000 live births",
238,2.0,2009,COUNTRIES,7,"per 1,000,000 total population",0.0
239,2.0,2009,COUNTRIES,8,"per 1,000,000 <15 population",2.8
240,2.0,2009,COUNTRIES,9,"per 1,000,000 total population",18.2
241,2.0,2009,COUNTRIES,10,"per 1,000,000 total population",0.7
242,2.0,2009,COUNTRIES,12,"per 1,000,000 total population",
243,2.0,2008,COUNTRIES,1,"per 10,000 live births",
244,2.0,2008,COUNTRIES,2,"per 1,000,000 total population",0.0
245,2.0,2008,COUNTRIES,13,"per 1,000,000 total population",
246,2.0,2008,COUNTRIES,4,"per 1,000,000 total population",60.4
247,2.0,2008,COUNTRIES,5,"per 1,000,000 total population",
248,2.0,2008,COUNTRIES,6,"per 1,000 live births",0.0
249,2.0,2008,COUNTRIES,7,"per 1,000,000 total population",92.4
250,2.0,2008,COUNTRIES,8,"per 1,000,000 <15 population",2.4
251,2.0,2008,COUNTRIES,9,"per 1,000,000 total population",15.7
252,2.0,2008,COUNTRIES,10,"per 1,000,000 total population",2.2
253,2.0,2008,COUNTRIES,12,"per 1,000,000 total population",
254,2.0,2007,COUNTRIES,1,"per 10,000 live births",
255,2.0,2007,COUNTRIES,2,"per 1,000,000 total population",4.0
256,2.0,2007,COUNTRIES,13,"per 1,000,000 total population",
257,2.0,2007,COUNTRIES,4,"per 1,000,000 total population",44.0
258,2.0,2007,COUNTRIES,5,"per 1,000,000 total population",
259,2.0,2007,COUNTRIES,6,"per 1,000 live births",0.0
260,2.0,2007,COUNTRIES,7,"per 1,000,000 total population",227.9
261,2.0,2007,COUNTRIES,8,"per 1,000,000 <15 population",1.3
262,2.0,2007,COUNTRIES,9,"per 1,000,000 total population",5.9
263,2.0,2007,COUNTRIES,10,"per 1,000,000 total population",2.7
264,2.0,2007,COUNTRIES,12,"per 1,000,000 total population",
265,2.0,2006,COUNTRIES,1,"per 10,000 live births",
266,2.0,2006,COUNTRIES,2,"per 1,000,000 total population",2.1
267,2.0,2006,COUNTRIES,13,"per 1,000,000 total population",
268,2.0,2006,COUNTRIES,4,"per 1,000,000 total population",78.3
269,2.0,2006,COUNTRIES,5,"per 1,000,000 total population",
270,2.0,2006,COUNTRIES,6,"per 1,000 live births",0.0
271,2.0,2006,COUNTRIES,7,"per 1,000,000 total population",98.9
272,2.0,2006,COUNTRIES,8,"per 1,000,000 <15 population",2.4
273,2.0,2006,COUNTRIES,9,"per 1,000,000 total population",7.7
274,2.0,2006,COUNTRIES,10,"per 1,000,000 total population",1.7
275,2.0,2006,COUNTRIES,12,"per 1,000,000 total population",
276,2.0,2005,COUNTRIES,1,"per 10,000 live births",
277,2.0,2005,COUNTRIES,2,"per 1,000,000 total population",7.3
278,2.0,2005,COUNTRIES,4,"per 1,000,000 total population",53.1
279,2.0,2005,COUNTRIES,5,"per 1,000,000 total population",
280,2.0,2005,COUNTRIES,6,"per 1,000 live births",0.0
281,2.0,2005,COUNTRIES,7,"per 1,000,000 total population",89.0
282,2.0,2005,COUNTRIES,8,"per 1,000,000 <15 population",0.7
283,2.0,2005,COUNTRIES,9,"per 1,000,000 total population",
284,2.0,2005,COUNTRIES,10,"per 1,000,000 total population",
285,2.0,2005,COUNTRIES,12,"per 1,000,000 total population",
286,2.0,2004,COUNTRIES,1,"per 10,000 live births",
287,2.0,2004,COUNTRIES,2,"per 1,000,000 total population",1.1
288,2.0,2004,COUNTRIES,4,"per 1,000,000 total population",19.8
289,2.0,2004,COUNTRIES,5,"per 1,000,000 total population",
290,2.0,2004,COUNTRIES,6,"per 1,000 live births",0.1
291,2.0,2004,COUNTRIES,7,"per 1,000,000 total population",23.7
292,2.0,2004,COUNTRIES,8,"per 1,000,000 <15 population",0.3
293,2.0,2004,COUNTRIES,9,"per 1,000,000 total population",
294,2.0,2004,COUNTRIES,10,"per 1,000,000 total population",3.4
295,2.0,2004,COUNTRIES,12,"per 1,000,000 total population",
296,2.0,2003,COUNTRIES,1,"per 10,000 live births",
297,2.0,2003,COUNTRIES,2,"per 1,000,000 total population",3.5
298,2.0,2003,COUNTRIES,4,"per 1,000,000 total population",35.1
299,2.0,2003,COUNTRIES,5,"per 1,000,000 total population",
300,2.0,2003,COUNTRIES,6,"per 1,000 live births",0.1
301,2.0,2003,COUNTRIES,7,"per 1,000,000 total population",
302,2.0,2003,COUNTRIES,8,"per 1,000,000 <15 population",0.7
303,2.0,2003,COUNTRIES,9,"per 1,000,000 total population",
304,2.0,2003,COUNTRIES,10,"per 1,000,000 total population",5.3
305,2.0,2003,COUNTRIES,12,"per 1,000,000 total population",
306,2.0,2002,COUNTRIES,1,"per 10,000 live births",
307,2.0,2002,COUNTRIES,2,"per 1,000,000 total population",39.9
308,2.0,2002,COUNTRIES,4,"per 1,000,000 total population",116.3
309,2.0,2002,COUNTRIES,5,"per 1,000,000 total population",
310,2.0,2002,COUNTRIES,6,"per 1,000 live births",0.6
311,2.0,2002,COUNTRIES,7,"per 1,000,000 total population",67.3
312,2.0,2002,COUNTRIES,8,"per 1,000,000 <15 population",0.9
313,2.0,2002,COUNTRIES,9,"per 1,000,000 total population",
314,2.0,2002,COUNTRIES,10,"per 1,000,000 total population",45.6
315,2.0,2002,COUNTRIES,12,"per 1,000,000 total population",
316,2.0,2001,COUNTRIES,1,"per 10,000 live births",
317,2.0,2001,COUNTRIES,2,"per 1,000,000 total population",
318,2.0,2001,COUNTRIES,4,"per 1,000,000 total population",432.0
319,2.0,2001,COUNTRIES,5,"per 1,000,000 total population",
320,2.0,2001,COUNTRIES,6,"per 1,000 live births",0.2
321,2.0,2001,COUNTRIES,7,"per 1,000,000 total population",
322,2.0,2001,COUNTRIES,8,"per 1,000,000 <15 population",1.1
323,2.0,2001,COUNTRIES,9,"per 1,000,000 total population",
324,2.0,2001,COUNTRIES,10,"per 1,000,000 total population",
325,2.0,2001,COUNTRIES,12,"per 1,000,000 total population",
326,2.0,2000,COUNTRIES,1,"per 10,000 live births",
327,2.0,2000,COUNTRIES,2,"per 1,000,000 total population",4.2
328,2.0,2000,COUNTRIES,4,"per 1,000,000 total population",324.5
329,2.0,2000,COUNTRIES,5,"per 1,000,000 total population",
330,2.0,2000,COUNTRIES,6,"per 1,000 live births",0.1
331,2.0,2000,COUNTRIES,7,"per 1,000,000 total population",44.5
332,2.0,2000,COUNTRIES,8,"per 1,000,000 <15 population",11.9
333,2.0,2000,COUNTRIES,9,"per 1,000,000 total population",
334,2.0,2000,COUNTRIES,10,"per 1,000,000 total population",
335,2.0,2000,COUNTRIES,12,"per 1,000,000 total population",
336,2.0,1999,COUNTRIES,1,"per 10,000 live births",
337,2.0,1999,COUNTRIES,2,"per 1,000,000 total population",14.9
338,2.0,1999,COUNTRIES,4,"per 1,000,000 total population",181.5
339,2.0,1999,COUNTRIES,5,"per 1,000,000 total population",
340,2.0,1999,COUNTRIES,6,"per 1,000 live births",0.1
341,2.0,1999,COUNTRIES,7,"per 1,000,000 total population",79.5
342,2.0,1999,COUNTRIES,8,"per 1,000,000 <15 population",
343,2.0,1999,COUNTRIES,9,"per 1,000,000 total population",
344,2.0,1999,COUNTRIES,10,"per 1,000,000 total population",11.1
345,2.0,1999,COUNTRIES,12,"per 1,000,000 total population",0.0
346,2.0,1998,COUNTRIES,2,"per 1,000,000 total population",4.4
347,2.0,1998,COUNTRIES,4,"per 1,000,000 total population",115.1
348,2.0,1998,COUNTRIES,6,"per 1,000 live births",0.3
349,2.0,1998,COUNTRIES,7,"per 1,000,000 total population",46.8
350,2.0,1998,COUNTRIES,8,"per 1,000,000 <15 population",
351,2.0,1998,COUNTRIES,10,"per 1,000,000 total population",20.0
352,2.0,1998,COUNTRIES,12,"per 1,000,000 total population",0.0
353,2.0,1997,COUNTRIES,2,"per 1,000,000 total population",
354,2.0,1997,COUNTRIES,4,"per 1,000,000 total population",
355,2.0,1997,COUNTRIES,6,"per 1,000 live births",
356,2.0,1997,COUNTRIES,7,"per 1,000,000 total population",
357,2.0,1997,COUNTRIES,8,"per 1,000,000 <15 population",
358,2.0,1997,COUNTRIES,10,"per 1,000,000 total population",
359,2.0,1997,COUNTRIES,12,"per 1,000,000 total population",
360,2.0,1996,COUNTRIES,2,"per 1,000,000 total population",
361,2.0,1996,COUNTRIES,4,"per 1,000,000 total population",
362,2.0,1996,COUNTRIES,6,"per 1,000 live births",
363,2.0,1996,COUNTRIES,7,"per 1,000,000 total population",
364,2.0,1996,COUNTRIES,8,"per 1,000,000 <15 population",
365,2.0,1996,COUNTRIES,10,"per 1,000,000 total population",
366,2.0,1996,COUNTRIES,12,"per 1,000,000 total population",
367,2.0,1995,COUNTRIES,2,"per 1,000,000 total population",
368,2.0,1995,COUNTRIES,4,"per 1,000,000 total population",
369,2.0,1995,COUNTRIES,6,"per 1,000 live births",
370,2.0,1995,COUNTRIES,7,"per 1,000,000 total population",
371,2.0,1995,COUNTRIES,8,"per 1,000,000 <15 population",
372,2.0,1995,COUNTRIES,10,"per 1,000,000 total population",
373,2.0,1995,COUNTRIES,12,"per 1,000,000 total population",
374,2.0,1994,COUNTRIES,2,"per 1,000,000 total population",
375,2.0,1994,COUNTRIES,4,"per 1,000,000 total population",
376,2.0,1994,COUNTRIES,6,"per 1,000 live births",
377,2.0,1994,COUNTRIES,7,"per 1,000,000 total population",
378,2.0,1994,COUNTRIES,8,"per 1,000,000 <15 population",
379,2.0,1994,COUNTRIES,10,"per 1,000,000 total population",
380,2.0,1994,COUNTRIES,12,"per 1,000,000 total population",
381,2.0,1993,COUNTRIES,2,"per 1,000,000 total population",
382,2.0,1993,COUNTRIES,4,"per 1,000,000 total population",
383,2.0,1993,COUNTRIES,6,"per 1,000 live births",
384,2.0,1993,COUNTRIES,7,"per 1,000,000 total population",
385,2.0,1993,COUNTRIES,8,"per 1,000,000 <15 population",
386,2.0,1993,COUNTRIES,10,"per 1,000,000 total population",
387,2.0,1993,COUNTRIES,12,"per 1,000,000 total population",
388,2.0,1992,COUNTRIES,2,"per 1,000,000 total population",
389,2.0,1992,COUNTRIES,4,"per 1,000,000 total population",
390,2.0,1992,COUNTRIES,6,"per 1,000 live births",
391,2.0,1992,COUNTRIES,7,"per 1,000,000 total population",
392,2.0,1992,COUNTRIES,8,"per 1,000,000 <15 population",
393,2.0,1992,COUNTRIES,10,"per 1,000,000 total population",
394,2.0,1992,COUNTRIES,12,"per 1,000,000 total population",
395,2.0,1991,COUNTRIES,2,"per 1,000,000 total population",1.7
396,2.0,1991,COUNTRIES,4,"per 1,000,000 total population",64.7
397,2.0,1991,COUNTRIES,6,"per 1,000 live births",0.0
398,2.0,1991,COUNTRIES,7,"per 1,000,000 total population",44.2
399,2.0,1991,COUNTRIES,8,"per 1,000,000 <15 population",
400,2.0,1991,COUNTRIES,10,"per 1,000,000 total population",0.2
401,2.0,1991,COUNTRIES,12,"per 1,000,000 total population",
402,2.0,1990,COUNTRIES,2,"per 1,000,000 total population",30.6
403,2.0,1990,COUNTRIES,4,"per 1,000,000 total population",133.6
404,2.0,1990,COUNTRIES,6,"per 1,000 live births",0.0
405,2.0,1990,COUNTRIES,7,"per 1,000,000 total population",34.1
406,2.0,1990,COUNTRIES,8,"per 1,000,000 <15 population",
407,2.0,1990,COUNTRIES,10,"per 1,000,000 total population",10.9
408,2.0,1990,COUNTRIES,12,"per 1,000,000 total population",
409,2.0,1989,COUNTRIES,2,"per 1,000,000 total population",24.1
410,2.0,1989,COUNTRIES,4,"per 1,000,000 total population",98.5
411,2.0,1989,COUNTRIES,6,"per 1,000 live births",
412,2.0,1989,COUNTRIES,7,"per 1,000,000 total population",125.8
413,2.0,1989,COUNTRIES,8,"per 1,000,000 <15 population",
414,2.0,1989,COUNTRIES,10,"per 1,000,000 total population",4.3
