cases_id,country_id,year_id,source_group,disease_id,cases
12653,32.0,1995,COUNTRIES,8,0.0
12654,32.0,1995,COUNTRIES,10,
12655,32.0,1995,COUNTRIES,12,
12656,32.0,1994,COUNTRIES,2,0.0
12657,32.0,1994,COUNTRIES,4,2447.0
12658,32.0,1994,COUNTRIES,6,0.0
12659,32.0,1994,COUNTRIES,7,19.0
12660,32.0,1994,COUNTRIES,8,0.0
12661,32.0,1994,COUNTRIES,10,
12662,32.0,1994,COUNTRIES,12,
12663,32.0,1993,COUNTRIES,2,0.0
12664,32.0,1993,COUNTRIES,4,5327.0
12665,32.0,1993,COUNTRIES,6,1.0
12666,32.0,1993,COUNTRIES,7,17.0
12667,32.0,1993,COUNTRIES,8,0.0
12668,32.0,1993,COUNTRIES,10,
12669,32.0,1993,COUNTRIES,12,
12670,32.0,1992,COUNTRIES,2,0.0
12671,32.0,1992,COUNTRIES,4,566.0
12672,32.0,1992,COUNTRIES,6,0.0
12673,32.0,1992,COUNTRIES,7,5.0
12674,32.0,1992,COUNTRIES,8,0.0
12675,32.0,1992,COUNTRIES,10,0.0
12676,32.0,1992,COUNTRIES,12,
12677,32.0,1991,COUNTRIES,2,1.0
12678,32.0,1991,COUNTRIES,4,565.0
12679,32.0,1991,COUNTRIES,6,1.0
12680,32.0,1991,COUNTRIES,7,11.0
12681,32.0,1991,COUNTRIES,8,0.0
12682,32.0,1991,COUNTRIES,10,1.0
12683,32.0,1991,COUNTRIES,12,
12684,32.0,1990,COUNTRIES,2,0.0
12685,32.0,1990,COUNTRIES,4,1218.0
12686,32.0,1990,COUNTRIES,6,2.0
12687,32.0,1990,COUNTRIES,7,22.0
12688,32.0,1990,COUNTRIES,8,0.0
12689,32.0,1990,COUNTRIES,10,2.0
12690,32.0,1990,COUNTRIES,12,
12691,32.0,1989,COUNTRIES,2,1.0
12692,32.0,1989,COUNTRIES,4,3771.0
12693,32.0,1989,COUNTRIES,6,1.0
12694,32.0,1989,COUNTRIES,7,8.0
12695,32.0,1989,COUNTRIES,8,1.0
12696,32.0,1989,COUNTRIES,10,1.0
12697,32.0,1989,COUNTRIES,12,
12698,32.0,1988,COUNTRIES,2,1.0
12699,32.0,1988,COUNTRIES,4,711.0
12700,32.0,1988,COUNTRIES,6,1.0
12701,32.0,1988,COUNTRIES,7,17.0
12702,32.0,1988,COUNTRIES,8,0.0
12703,32.0,1988,COUNTRIES,10,1.0
12704,32.0,1988,COUNTRIES,12,
12705,32.0,1987,COUNTRIES,2,1.0
12706,32.0,1987,COUNTRIES,4,126.0
12707,32.0,1987,COUNTRIES,6,3.0
12708,32.0,1987,COUNTRIES,7,17.0
12709,32.0,1987,COUNTRIES,8,1.0
12710,32.0,1987,COUNTRIES,10,3.0
12711,32.0,1987,COUNTRIES,12,
12712,32.0,1986,COUNTRIES,2,0.0
12713,32.0,1986,COUNTRIES,4,1018.0
12714,32.0,1986,COUNTRIES,6,0.0
12715,32.0,1986,COUNTRIES,7,21.0
12716,32.0,1986,COUNTRIES,8,2.0
12717,32.0,1986,COUNTRIES,10,
12718,32.0,1986,COUNTRIES,12,
12719,32.0,1985,COUNTRIES,2,1.0
12720,32.0,1985,COUNTRIES,4,1684.0
12721,32.0,1985,COUNTRIES,6,2.0
12722,32.0,1985,COUNTRIES,7,28.0
12723,32.0,1985,COUNTRIES,8,3.0
12724,32.0,1985,COUNTRIES,10,2.0
12725,32.0,1985,COUNTRIES,12,
12726,32.0,1984,COUNTRIES,2,0.0
12727,32.0,1984,COUNTRIES,4,9249.0
12728,32.0,1984,COUNTRIES,6,14.0
12729,32.0,1984,COUNTRIES,7,212.0
12730,32.0,1984,COUNTRIES,8,5.0
12731,32.0,1984,COUNTRIES,10,14.0
12732,32.0,1984,COUNTRIES,12,
12733,32.0,1983,COUNTRIES,2,1.0
12734,32.0,1983,COUNTRIES,4,6542.0
12735,32.0,1983,COUNTRIES,6,21.0
12736,32.0,1983,COUNTRIES,7,132.0
12737,32.0,1983,COUNTRIES,8,2.0
12738,32.0,1983,COUNTRIES,10,21.0
12739,32.0,1983,COUNTRIES,12,
12740,32.0,1982,COUNTRIES,2,15.0
12741,32.0,1982,COUNTRIES,4,1512.0
12742,32.0,1982,COUNTRIES,6,4.0
12743,32.0,1982,COUNTRIES,7,83.0
12744,32.0,1982,COUNTRIES,8,4.0
12745,32.0,1982,COUNTRIES,10,13.0
12746,32.0,1982,COUNTRIES,12,
12747,32.0,1981,COUNTRIES,2,1.0
12748,32.0,1981,COUNTRIES,4,2157.0
12749,32.0,1981,COUNTRIES,6,2.0
12750,32.0,1981,COUNTRIES,7,137.0
12751,32.0,1981,COUNTRIES,8,1.0
12752,32.0,1981,COUNTRIES,10,15.0
12753,32.0,1981,COUNTRIES,12,
12754,32.0,1980,COUNTRIES,2,2.0
12755,32.0,1980,COUNTRIES,4,4091.0
12756,32.0,1980,COUNTRIES,6,
12757,32.0,1980,COUNTRIES,7,110.0
12758,32.0,1980,COUNTRIES,8,1.0
12759,32.0,1980,COUNTRIES,10,0.0
12760,32.0,1980,COUNTRIES,12,
12761,33.0,2023,COUNTRIES,1,
12762,33.0,2023,COUNTRIES,2,1.0
12763,33.0,2023,COUNTRIES,3,
12764,33.0,2023,COUNTRIES,13,
12765,33.0,2023,COUNTRIES,4,3841.0
12766,33.0,2023,COUNTRIES,5,
12767,33.0,2023,COUNTRIES,6,145.0
12768,33.0,2023,COUNTRIES,7,193.0
12769,33.0,2023,COUNTRIES,8,14.0
12770,33.0,2023,COUNTRIES,9,121.0
12771,33.0,2023,COUNTRIES,10,2958.0
12772,33.0,2023,COUNTRIES,11,8732.0
12773,33.0,2023,COUNTRIES,12,13.0
12774,33.0,2022,COUNTRIES,1,
12775,33.0,2022,COUNTRIES,2,
12776,33.0,2022,COUNTRIES,3,22.0
12777,33.0,2022,COUNTRIES,13,
12778,33.0,2022,COUNTRIES,4,155.0
12779,33.0,2022,COUNTRIES,5,
12780,33.0,2022,COUNTRIES,6,38.0
12781,33.0,2022,COUNTRIES,7,15.0
12782,33.0,2022,COUNTRIES,8,6.0
12783,33.0,2022,COUNTRIES,9,121.0
12784,33.0,2022,COUNTRIES,10,69.0
12785,33.0,2022,COUNTRIES,11,
12786,33.0,2022,COUNTRIES,12,20.0
12787,33.0,2021,COUNTRIES,1,
12788,33.0,2021,COUNTRIES,2,57.0
12789,33.0,2021,COUNTRIES,3,768.0
12790,33.0,2021,COUNTRIES,13,
12791,33.0,2021,COUNTRIES,4,286.0
12792,33.0,2021,COUNTRIES,5,
12793,33.0,2021,COUNTRIES,6,52.0
12794,33.0,2021,COUNTRIES,7,410.0
12795,33.0,2021,COUNTRIES,8,0.0
12796,33.0,2021,COUNTRIES,9,24.0
12797,33.0,2021,COUNTRIES,10,52.0
12798,33.0,2021,COUNTRIES,11,974.0
12799,33.0,2021,COUNTRIES,12,10.0
12800,33.0,2020,COUNTRIES,1,
12801,33.0,2020,COUNTRIES,2,53.0
12802,33.0,2020,COUNTRIES,3,470.0
12803,33.0,2020,COUNTRIES,13,
12804,33.0,2020,COUNTRIES,4,3433.0
12805,33.0,2020,COUNTRIES,5,
12806,33.0,2020,COUNTRIES,6,177.0
12807,33.0,2020,COUNTRIES,7,656.0
12808,33.0,2020,COUNTRIES,8,4.0
12809,33.0,2020,COUNTRIES,9,74.0
12810,33.0,2020,COUNTRIES,10,177.0
12811,33.0,2020,COUNTRIES,11,36697.0
12812,33.0,2020,COUNTRIES,12,165.0
12813,33.0,2019,COUNTRIES,1,
12814,33.0,2019,COUNTRIES,2,56.0
12815,33.0,2019,COUNTRIES,13,
12816,33.0,2019,COUNTRIES,4,3390.0
12817,33.0,2019,COUNTRIES,5,
12818,33.0,2019,COUNTRIES,6,109.0
12819,33.0,2019,COUNTRIES,7,924.0
12820,33.0,2019,COUNTRIES,8,21.0
12821,33.0,2019,COUNTRIES,9,182.0
12822,33.0,2019,COUNTRIES,10,109.0
12823,33.0,2019,COUNTRIES,11,
12824,33.0,2019,COUNTRIES,12,0.0
12825,33.0,2018,COUNTRIES,1,0.0
12826,33.0,2018,COUNTRIES,2,48.0
12827,33.0,2018,COUNTRIES,13,0.0
12828,33.0,2018,COUNTRIES,4,224.0
12829,33.0,2018,COUNTRIES,5,0.0
12830,33.0,2018,COUNTRIES,6,39.0
12831,33.0,2018,COUNTRIES,7,612.0
12832,33.0,2018,COUNTRIES,8,0.0
12833,33.0,2018,COUNTRIES,9,4.0
12834,33.0,2018,COUNTRIES,10,119.0
12835,33.0,2018,COUNTRIES,11,0.0
12836,33.0,2018,COUNTRIES,12,1.0
12837,33.0,2017,COUNTRIES,1,
12838,33.0,2017,COUNTRIES,2,106.0
12839,33.0,2017,COUNTRIES,13,
12840,33.0,2017,COUNTRIES,4,801.0
12841,33.0,2017,COUNTRIES,5,
12842,33.0,2017,COUNTRIES,6,105.0
12843,33.0,2017,COUNTRIES,7,497.0
12844,33.0,2017,COUNTRIES,8,0.0
12845,33.0,2017,COUNTRIES,9,19.0
12846,33.0,2017,COUNTRIES,10,105.0
12847,33.0,2017,COUNTRIES,12,0.0
12848,33.0,2016,COUNTRIES,1,
12849,33.0,2016,COUNTRIES,2,0.0
12850,33.0,2016,COUNTRIES,13,
12851,33.0,2016,COUNTRIES,4,367.0
12852,33.0,2016,COUNTRIES,5,
12853,33.0,2016,COUNTRIES,6,208.0
12854,33.0,2016,COUNTRIES,7,353.0
12855,33.0,2016,COUNTRIES,8,0.0
12856,33.0,2016,COUNTRIES,9,38.0
12857,33.0,2016,COUNTRIES,10,
12858,33.0,2016,COUNTRIES,12,0.0
12859,33.0,2015,COUNTRIES,1,
12860,33.0,2015,COUNTRIES,2,0.0
12861,33.0,2015,COUNTRIES,13,
12862,33.0,2015,COUNTRIES,4,150.0
12863,33.0,2015,COUNTRIES,5,
12864,33.0,2015,COUNTRIES,6,96.0
12865,33.0,2015,COUNTRIES,7,379.0
12866,33.0,2015,COUNTRIES,8,0.0
12867,33.0,2015,COUNTRIES,9,354.0
12868,33.0,2015,COUNTRIES,10,96.0
12869,33.0,2015,COUNTRIES,12,0.0
12870,33.0,2014,COUNTRIES,1,
12871,33.0,2014,COUNTRIES,2,0.0
12872,33.0,2014,COUNTRIES,13,
12873,33.0,2014,COUNTRIES,4,210.0
12874,33.0,2014,COUNTRIES,5,
12875,33.0,2014,COUNTRIES,6,24.0
12876,33.0,2014,COUNTRIES,7,241.0
12877,33.0,2014,COUNTRIES,8,0.0
12878,33.0,2014,COUNTRIES,9,507.0
12879,33.0,2014,COUNTRIES,10,24.0
12880,33.0,2014,COUNTRIES,12,0.0
12881,33.0,2013,COUNTRIES,1,0.0
12882,33.0,2013,COUNTRIES,2,35.0
12883,33.0,2013,COUNTRIES,13,
12884,33.0,2013,COUNTRIES,4,596.0
12885,33.0,2013,COUNTRIES,5,0.0
12886,33.0,2013,COUNTRIES,6,68.0
12887,33.0,2013,COUNTRIES,7,124.0
12888,33.0,2013,COUNTRIES,8,0.0
12889,33.0,2013,COUNTRIES,9,31.0
12890,33.0,2013,COUNTRIES,10,68.0
12891,33.0,2013,COUNTRIES,12,4.0
12892,33.0,2012,COUNTRIES,1,
12893,33.0,2012,COUNTRIES,2,0.0
12894,33.0,2012,COUNTRIES,13,
12895,33.0,2012,COUNTRIES,4,141.0
12896,33.0,2012,COUNTRIES,5,
12897,33.0,2012,COUNTRIES,6,65.0
12898,33.0,2012,COUNTRIES,7,124.0
12899,33.0,2012,COUNTRIES,8,0.0
12900,33.0,2012,COUNTRIES,9,11.0
12901,33.0,2012,COUNTRIES,10,74.0
12902,33.0,2012,COUNTRIES,12,0.0
12903,33.0,2011,COUNTRIES,1,
12904,33.0,2011,COUNTRIES,2,
12905,33.0,2011,COUNTRIES,13,
12906,33.0,2011,COUNTRIES,4,679.0
12907,33.0,2011,COUNTRIES,5,
12908,33.0,2011,COUNTRIES,6,49.0
12909,33.0,2011,COUNTRIES,7,100.0
12910,33.0,2011,COUNTRIES,8,4.0
12911,33.0,2011,COUNTRIES,9,15.0
12912,33.0,2011,COUNTRIES,10,49.0
12913,33.0,2011,COUNTRIES,12,7.0
12914,33.0,2010,COUNTRIES,1,
12915,33.0,2010,COUNTRIES,2,0.0
12916,33.0,2010,COUNTRIES,13,
12917,33.0,2010,COUNTRIES,4,2.0
12918,33.0,2010,COUNTRIES,5,
12919,33.0,2010,COUNTRIES,6,20.0
12920,33.0,2010,COUNTRIES,7,1.0
12921,33.0,2010,COUNTRIES,8,0.0
12922,33.0,2010,COUNTRIES,9,15.0
12923,33.0,2010,COUNTRIES,10,20.0
12924,33.0,2010,COUNTRIES,12,6.0
12925,33.0,2009,COUNTRIES,1,
12926,33.0,2009,COUNTRIES,2,0.0
12927,33.0,2009,COUNTRIES,13,
12928,33.0,2009,COUNTRIES,4,11.0
12929,33.0,2009,COUNTRIES,5,
12930,33.0,2009,COUNTRIES,6,15.0
12931,33.0,2009,COUNTRIES,7,63.0
12932,33.0,2009,COUNTRIES,8,14.0
12933,33.0,2009,COUNTRIES,9,32.0
12934,33.0,2009,COUNTRIES,10,15.0
12935,33.0,2009,COUNTRIES,12,29.0
12936,33.0,2008,COUNTRIES,1,
12937,33.0,2008,COUNTRIES,2,
12938,33.0,2008,COUNTRIES,13,
12939,33.0,2008,COUNTRIES,4,12.0
12940,33.0,2008,COUNTRIES,5,
12941,33.0,2008,COUNTRIES,6,25.0
12942,33.0,2008,COUNTRIES,7,
12943,33.0,2008,COUNTRIES,8,3.0
12944,33.0,2008,COUNTRIES,9,28.0
12945,33.0,2008,COUNTRIES,10,25.0
12946,33.0,2008,COUNTRIES,12,5.0
12947,33.0,2007,COUNTRIES,1,0.0
12948,33.0,2007,COUNTRIES,2,0.0
12949,33.0,2007,COUNTRIES,13,0.0
12950,33.0,2007,COUNTRIES,4,49.0
12951,33.0,2007,COUNTRIES,5,0.0
12952,33.0,2007,COUNTRIES,6,68.0
12953,33.0,2007,COUNTRIES,7,2.0
12954,33.0,2007,COUNTRIES,8,0.0
12955,33.0,2007,COUNTRIES,9,118.0
12956,33.0,2007,COUNTRIES,10,68.0
12957,33.0,2007,COUNTRIES,12,0.0
12958,33.0,2006,COUNTRIES,1,
12959,33.0,2006,COUNTRIES,2,
12960,33.0,2006,COUNTRIES,13,
12961,33.0,2006,COUNTRIES,4,3.0
12962,33.0,2006,COUNTRIES,5,
12963,33.0,2006,COUNTRIES,6,23.0
12964,33.0,2006,COUNTRIES,7,65.0
12965,33.0,2006,COUNTRIES,8,0.0
12966,33.0,2006,COUNTRIES,9,12.0
12967,33.0,2006,COUNTRIES,10,
12968,33.0,2006,COUNTRIES,12,1.0
12969,33.0,2005,COUNTRIES,1,
12970,33.0,2005,COUNTRIES,2,0.0
12971,33.0,2005,COUNTRIES,4,471.0
12972,33.0,2005,COUNTRIES,5,
12973,33.0,2005,COUNTRIES,6,20.0
12974,33.0,2005,COUNTRIES,7,87.0
12975,33.0,2005,COUNTRIES,8,0.0
12976,33.0,2005,COUNTRIES,9,2.0
12977,33.0,2005,COUNTRIES,10,20.0
12978,33.0,2005,COUNTRIES,12,0.0
12979,33.0,2004,COUNTRIES,1,0.0
12980,33.0,2004,COUNTRIES,2,0.0
12981,33.0,2004,COUNTRIES,4,1233.0
12982,33.0,2004,COUNTRIES,5,0.0
12983,33.0,2004,COUNTRIES,6,36.0
12984,33.0,2004,COUNTRIES,7,561.0
12985,33.0,2004,COUNTRIES,8,30.0
12986,33.0,2004,COUNTRIES,9,0.0
12987,33.0,2004,COUNTRIES,10,36.0
12988,33.0,2004,COUNTRIES,12,0.0
12989,33.0,2003,COUNTRIES,1,
12990,33.0,2003,COUNTRIES,2,0.0
12991,33.0,2003,COUNTRIES,4,652.0
12992,33.0,2003,COUNTRIES,5,
12993,33.0,2003,COUNTRIES,6,31.0
12994,33.0,2003,COUNTRIES,7,80.0
12995,33.0,2003,COUNTRIES,8,1.0
12996,33.0,2003,COUNTRIES,9,
12997,33.0,2003,COUNTRIES,10,
12998,33.0,2003,COUNTRIES,12,2.0
12999,33.0,2002,COUNTRIES,1,
13000,33.0,2002,COUNTRIES,2,0.0
13001,33.0,2002,COUNTRIES,4,938.0
13002,33.0,2002,COUNTRIES,5,
13003,33.0,2002,COUNTRIES,6,32.0
13004,33.0,2002,COUNTRIES,7,10.0
13005,33.0,2002,COUNTRIES,8,0.0
13006,33.0,2002,COUNTRIES,9,
13007,33.0,2002,COUNTRIES,10,
13008,33.0,2002,COUNTRIES,12,0.0
13009,33.0,2001,COUNTRIES,1,
13010,33.0,2001,COUNTRIES,2,0.0
13011,33.0,2001,COUNTRIES,4,2837.0
13012,33.0,2001,COUNTRIES,5,
13013,33.0,2001,COUNTRIES,6,38.0
13014,33.0,2001,COUNTRIES,7,1358.0
13015,33.0,2001,COUNTRIES,8,0.0
13016,33.0,2001,COUNTRIES,9,
13017,33.0,2001,COUNTRIES,10,
13018,33.0,2001,COUNTRIES,12,0.0
13019,33.0,2000,COUNTRIES,1,
13020,33.0,2000,COUNTRIES,2,0.0
13021,33.0,2000,COUNTRIES,4,3207.0
13022,33.0,2000,COUNTRIES,5,
13023,33.0,2000,COUNTRIES,6,37.0
13024,33.0,2000,COUNTRIES,7,
13025,33.0,2000,COUNTRIES,8,3.0
13026,33.0,2000,COUNTRIES,9,
13027,33.0,2000,COUNTRIES,10,37.0
13028,33.0,2000,COUNTRIES,12,0.0
13029,33.0,1999,COUNTRIES,1,
13030,33.0,1999,COUNTRIES,2,0.0
13031,33.0,1999,COUNTRIES,4,600.0
13032,33.0,1999,COUNTRIES,5,
13033,33.0,1999,COUNTRIES,6,48.0
13034,33.0,1999,COUNTRIES,7,0.0
13035,33.0,1999,COUNTRIES,8,18.0
13036,33.0,1999,COUNTRIES,9,
13037,33.0,1999,COUNTRIES,10,
13038,33.0,1999,COUNTRIES,12,0.0
13039,33.0,1998,COUNTRIES,2,
13040,33.0,1998,COUNTRIES,4,146.0
13041,33.0,1998,COUNTRIES,6,16.0
13042,33.0,1998,COUNTRIES,7,16.0
13043,33.0,1998,COUNTRIES,8,6.0
13044,33.0,1998,COUNTRIES,10,
13045,33.0,1998,COUNTRIES,12,0.0
13046,33.0,1997,COUNTRIES,2,0.0
13047,33.0,1997,COUNTRIES,4,194.0
13048,33.0,1997,COUNTRIES,6,39.0
13049,33.0,1997,COUNTRIES,7,11.0
13050,33.0,1997,COUNTRIES,8,10.0
13051,33.0,1997,COUNTRIES,10,39.0
13052,33.0,1997,COUNTRIES,12,0.0
13053,33.0,1996,COUNTRIES,2,
13054,33.0,1996,COUNTRIES,4,248.0
13055,33.0,1996,COUNTRIES,6,17.0
13056,33.0,1996,COUNTRIES,7,
13057,33.0,1996,COUNTRIES,8,3.0
13058,33.0,1996,COUNTRIES,10,
13059,33.0,1996,COUNTRIES,12,
13060,33.0,1995,COUNTRIES,2,0.0
13061,33.0,1995,COUNTRIES,4,902.0
13062,33.0,1995,COUNTRIES,6,45.0
13063,33.0,1995,COUNTRIES,7,6.0
13064,33.0,1995,COUNTRIES,8,4.0
13065,33.0,1995,COUNTRIES,10,87.0
13066,33.0,1995,COUNTRIES,12,
13067,33.0,1994,COUNTRIES,2,
13068,33.0,1994,COUNTRIES,4,
13069,33.0,1994,COUNTRIES,6,8.0
13070,33.0,1994,COUNTRIES,7,
13071,33.0,1994,COUNTRIES,8,32.0
13072,33.0,1994,COUNTRIES,10,
13073,33.0,1994,COUNTRIES,12,
13074,33.0,1993,COUNTRIES,2,
13075,33.0,1993,COUNTRIES,4,1694.0
13076,33.0,1993,COUNTRIES,6,22.0
13077,33.0,1993,COUNTRIES,7,
13078,33.0,1993,COUNTRIES,8,11.0
13079,33.0,1993,COUNTRIES,10,
13080,33.0,1993,COUNTRIES,12,
13081,33.0,1992,COUNTRIES,2,
13082,33.0,1992,COUNTRIES,4,3022.0
13083,33.0,1992,COUNTRIES,6,14.0
13084,33.0,1992,COUNTRIES,7,
13085,33.0,1992,COUNTRIES,8,2.0
13086,33.0,1992,COUNTRIES,10,
13087,33.0,1992,COUNTRIES,12,
13088,33.0,1991,COUNTRIES,2,
13089,33.0,1991,COUNTRIES,4,3644.0
13090,33.0,1991,COUNTRIES,6,31.0
13091,33.0,1991,COUNTRIES,7,
13092,33.0,1991,COUNTRIES,8,10.0
13093,33.0,1991,COUNTRIES,10,
13094,33.0,1991,COUNTRIES,12,
13095,33.0,1990,COUNTRIES,2,0.0
13096,33.0,1990,COUNTRIES,4,1275.0
13097,33.0,1990,COUNTRIES,6,32.0
13098,33.0,1990,COUNTRIES,7,46.0
13099,33.0,1990,COUNTRIES,8,28.0
13100,33.0,1990,COUNTRIES,10,34.0
13101,33.0,1990,COUNTRIES,12,
13102,33.0,1989,COUNTRIES,2,0.0
13103,33.0,1989,COUNTRIES,4,331.0
13104,33.0,1989,COUNTRIES,6,35.0
13105,33.0,1989,COUNTRIES,7,746.0
13106,33.0,1989,COUNTRIES,8,43.0
13107,33.0,1989,COUNTRIES,10,57.0
13108,33.0,1989,COUNTRIES,12,
13109,33.0,1988,COUNTRIES,2,10.0
13110,33.0,1988,COUNTRIES,4,1898.0
13111,33.0,1988,COUNTRIES,6,23.0
13112,33.0,1988,COUNTRIES,7,802.0
13113,33.0,1988,COUNTRIES,8,54.0
13114,33.0,1988,COUNTRIES,10,45.0
13115,33.0,1988,COUNTRIES,12,
13116,33.0,1987,COUNTRIES,2,6.0
13117,33.0,1987,COUNTRIES,4,2148.0
13118,33.0,1987,COUNTRIES,6,96.0
13119,33.0,1987,COUNTRIES,7,826.0
13120,33.0,1987,COUNTRIES,8,52.0
13121,33.0,1987,COUNTRIES,10,96.0
13122,33.0,1987,COUNTRIES,12,
13123,33.0,1986,COUNTRIES,2,4.0
13124,33.0,1986,COUNTRIES,4,1785.0
13125,33.0,1986,COUNTRIES,6,38.0
13126,33.0,1986,COUNTRIES,7,1071.0
13127,33.0,1986,COUNTRIES,8,95.0
13128,33.0,1986,COUNTRIES,10,67.0
13129,33.0,1986,COUNTRIES,12,
13130,33.0,1985,COUNTRIES,2,0.0
13131,33.0,1985,COUNTRIES,4,2446.0
13132,33.0,1985,COUNTRIES,6,63.0
13133,33.0,1985,COUNTRIES,7,2443.0
13134,33.0,1985,COUNTRIES,8,63.0
13135,33.0,1985,COUNTRIES,10,124.0
13136,33.0,1985,COUNTRIES,12,
13137,33.0,1984,COUNTRIES,2,1.0
13138,33.0,1984,COUNTRIES,4,6395.0
13139,33.0,1984,COUNTRIES,6,59.0
13140,33.0,1984,COUNTRIES,7,1566.0
13141,33.0,1984,COUNTRIES,8,176.0
13142,33.0,1984,COUNTRIES,10,145.0
13143,33.0,1984,COUNTRIES,12,
13144,33.0,1983,COUNTRIES,2,21.0
13145,33.0,1983,COUNTRIES,4,1564.0
13146,33.0,1983,COUNTRIES,6,87.0
13147,33.0,1983,COUNTRIES,7,452.0
13148,33.0,1983,COUNTRIES,8,70.0
13149,33.0,1983,COUNTRIES,10,201.0
13150,33.0,1983,COUNTRIES,12,
13151,33.0,1982,COUNTRIES,2,23.0
13152,33.0,1982,COUNTRIES,4,2563.0
13153,33.0,1982,COUNTRIES,6,78.0
13154,33.0,1982,COUNTRIES,7,931.0
13155,33.0,1982,COUNTRIES,8,69.0
13156,33.0,1982,COUNTRIES,10,137.0
13157,33.0,1982,COUNTRIES,12,
13158,33.0,1981,COUNTRIES,2,25.0
13159,33.0,1981,COUNTRIES,4,3820.0
13160,33.0,1981,COUNTRIES,6,37.0
13161,33.0,1981,COUNTRIES,7,1384.0
13162,33.0,1981,COUNTRIES,8,149.0
13163,33.0,1981,COUNTRIES,10,70.0
13164,33.0,1981,COUNTRIES,12,
13165,33.0,1980,COUNTRIES,2,8.0
13166,33.0,1980,COUNTRIES,4,8280.0
13167,33.0,1980,COUNTRIES,6,
13168,33.0,1980,COUNTRIES,7,4340.0
13169,33.0,1980,COUNTRIES,8,21.0
13170,33.0,1980,COUNTRIES,10,217.0
13171,33.0,1980,COUNTRIES,12,
13172,34.0,2023,COUNTRIES,1,2.0
13173,34.0,2023,COUNTRIES,2,2.0
13174,34.0,2023,COUNTRIES,3,99.0
13175,34.0,2023,COUNTRIES,4,12.0
13176,34.0,2023,COUNTRIES,5,52.0
13177,34.0,2023,COUNTRIES,6,
13178,34.0,2023,COUNTRIES,7,1433.0
13179,34.0,2023,COUNTRIES,8,0.0
13180,34.0,2023,COUNTRIES,9,1.0
13181,34.0,2023,COUNTRIES,10,3.0
13182,34.0,2023,COUNTRIES,11,
13183,34.0,2023,COUNTRIES,12,0.0
13184,34.0,2022,COUNTRIES,1,0.0
13185,34.0,2022,COUNTRIES,2,6.0
13186,34.0,2022,COUNTRIES,3,78.0
13187,34.0,2022,COUNTRIES,4,3.0
13188,34.0,2022,COUNTRIES,5,31.0
13189,34.0,2022,COUNTRIES,6,
13190,34.0,2022,COUNTRIES,7,208.0
13191,34.0,2022,COUNTRIES,8,0.0
13192,34.0,2022,COUNTRIES,9,0.0
13193,34.0,2022,COUNTRIES,10,3.0
13194,34.0,2022,COUNTRIES,11,
13195,34.0,2022,COUNTRIES,12,1.0
13196,34.0,2021,COUNTRIES,1,0.0
13197,34.0,2021,COUNTRIES,2,5.0
13198,34.0,2021,COUNTRIES,3,51.0
13199,34.0,2021,COUNTRIES,4,0.0
13200,34.0,2021,COUNTRIES,5,14.0
13201,34.0,2021,COUNTRIES,6,
13202,34.0,2021,COUNTRIES,7,32.0
13203,34.0,2021,COUNTRIES,8,0.0
13204,34.0,2021,COUNTRIES,9,0.0
13205,34.0,2021,COUNTRIES,10,4.0
13206,34.0,2021,COUNTRIES,11,
13207,34.0,2021,COUNTRIES,12,0.0
13208,34.0,2020,COUNTRIES,1,0.0
13209,34.0,2020,COUNTRIES,2,1.0
13210,34.0,2020,COUNTRIES,3,82.0
13211,34.0,2020,COUNTRIES,4,1.0
13212,34.0,2020,COUNTRIES,5,86.0
13213,34.0,2020,COUNTRIES,6,
13214,34.0,2020,COUNTRIES,7,955.0
13215,34.0,2020,COUNTRIES,8,0.0
13216,34.0,2020,COUNTRIES,9,1.0
13217,34.0,2020,COUNTRIES,10,3.0
13218,34.0,2020,COUNTRIES,11,
13219,34.0,2020,COUNTRIES,12,1.0
13220,34.0,2019,COUNTRIES,1,0.0
13221,34.0,2019,COUNTRIES,2,5.0
13222,34.0,2019,COUNTRIES,13,
13223,34.0,2019,COUNTRIES,4,113.0
13224,34.0,2019,COUNTRIES,5,186.0
13225,34.0,2019,COUNTRIES,6,0.0
13226,34.0,2019,COUNTRIES,7,2544.0
13227,34.0,2019,COUNTRIES,8,0.0
13228,34.0,2019,COUNTRIES,9,1.0
13229,34.0,2019,COUNTRIES,10,4.0
13230,34.0,2019,COUNTRIES,11,
13231,34.0,2019,COUNTRIES,12,1.0
13232,34.0,2018,COUNTRIES,1,0.0
13233,34.0,2018,COUNTRIES,2,4.0
13234,34.0,2018,COUNTRIES,13,
13235,34.0,2018,COUNTRIES,4,28.0
13236,34.0,2018,COUNTRIES,5,787.0
13237,34.0,2018,COUNTRIES,6,0.0
13238,34.0,2018,COUNTRIES,7,1679.0
13239,34.0,2018,COUNTRIES,8,0.0
13240,34.0,2018,COUNTRIES,9,0.0
13241,34.0,2018,COUNTRIES,10,0.0
13242,34.0,2018,COUNTRIES,11,
13243,34.0,2018,COUNTRIES,12,0.0
13244,34.0,2017,COUNTRIES,1,0.0
13245,34.0,2017,COUNTRIES,2,4.0
13246,34.0,2017,COUNTRIES,4,45.0
13247,34.0,2017,COUNTRIES,5,2157.0
13248,34.0,2017,COUNTRIES,6,0.0
13249,34.0,2017,COUNTRIES,7,3998.0
13250,34.0,2017,COUNTRIES,8,0.0
